GPU_ID,CUDA_Cores,Base_Clock_MHz,Boost_Clock_MHz,Memory_Type,Memory_Bandwidth_GBps,RT_Cores,Tensor_Cores
552,8704,2317,2471,GDDR5X,242.3,66,264
553,10752,1291,1642,GDDR5,679.0,0,0
554,4608,1144,1476,GDDR5X,210.3,0,0
555,1408,1755,2187,HBM2,690.7,126,504
556,384,1719,1943,GDDR6,311.2,76,304
557,1408,2032,2254,GDDR5X,304.2,0,0
558,384,1295,1408,HBM2,674.5,0,0
559,1024,2174,2642,GDDR5X,670.1,45,180
560,4608,1528,1970,HBM2,393.5,0,0
561,2048,2446,2614,HBM2,203.5,112,448
562,16384,1278,1647,GDDR5,344.7,0,0
563,4608,1185,1329,GDDR5X,596.7,0,0
564,3584,1685,2079,GDDR6X,380.7,72,288
565,384,2498,2794,GDDR5,517.1,0,0
566,1024,2112,2568,GDDR5X,251.8,45,180
567,3584,2147,2553,HBM2,418.4,0,0
568,8704,1162,1362,GDDR6X,384.7,0,0
569,1408,1574,1945,GDDR5X,442.2,99,396
570,8704,1735,1939,GDDR6,847.6,89,356
571,7680,1664,1778,GDDR5X,645.3,119,476
572,1024,1853,2149,HBM2,748.3,93,372
573,16384,2456,2802,GDDR6,813.2,0,0
574,4608,2214,2547,GDDR6,504.5,0,0
575,2048,1972,2309,GDDR5,895.2,0,0
576,7680,1852,2312,GDDR6,216.3,0,0
577,8704,1150,1520,GDDR6,597.4,123,492
578,1024,2261,2575,GDDR6,412.1,58,232
579,16384,1142,1376,GDDR5,653.1,0,0
580,10752,2206,2479,HBM2,450.7,0,0
581,1408,2321,2672,HBM2,890.2,0,0
582,7680,2402,2792,GDDR5,617.8,0,0
583,7680,1615,2059,GDDR5,707.1,0,0
584,2048,1609,1754,GDDR5X,222.2,122,488
585,2048,1239,1393,GDDR6,831.7,0,0
586,1024,1471,1690,GDDR5,920.5,72,288
587,1024,1783,2214,HBM2,401.4,31,124
588,2048,2403,2590,GDDR5,340.1,55,220
589,1024,1475,1744,GDDR5X,970.7,0,0
590,16384,1052,1447,GDDR5,752.5,0,0
591,1024,1802,1996,GDDR6X,510.8,70,280
592,4608,2319,2725,GDDR6X,831.5,55,220
593,1024,2237,2616,HBM2,253.1,0,0
594,8704,2187,2341,GDDR6X,360.1,0,0
595,1408,2270,2644,GDDR6,561.2,0,0
596,7680,1551,1808,GDDR6X,955.8,93,372
597,1024,2461,2640,GDDR5X,239.8,99,396
598,10752,1653,2120,GDDR6X,861.8,83,332
599,7680,1195,1637,HBM2,372.5,0,0
600,3584,1353,1633,GDDR5X,495.7,0,0
601,2048,2070,2453,HBM2,405.0,32,128
602,16384,2064,2487,GDDR5,402.9,99,396
603,3584,1255,1552,GDDR6,902.3,36,144
604,384,2468,2767,GDDR6,798.3,0,0
605,1408,1473,1970,GDDR5X,644.5,104,416
606,3584,1245,1531,GDDR5,996.2,83,332
607,1408,1185,1322,GDDR6,344.5,0,0
608,16384,1271,1739,GDDR5X,814.6,106,424
609,16384,2394,2536,GDDR6,323.0,0,0
610,384,1494,1611,HBM2,960.7,0,0
611,384,2116,2434,HBM2,505.1,71,284
612,7680,1427,1828,GDDR5X,296.5,82,328
613,4608,1769,2064,GDDR6X,581.2,92,368
614,7680,1139,1444,GDDR6X,741.2,0,0
615,8704,1451,1944,GDDR6,873.2,0,0
616,10752,1161,1430,GDDR5,571.7,0,0
617,8704,1269,1441,GDDR6X,236.2,73,292
618,3584,1512,1979,GDDR5X,368.9,0,0
619,1024,1020,1382,GDDR6X,753.4,104,416
620,7680,2207,2342,GDDR5X,211.1,0,0
621,1408,1975,2249,HBM2,352.7,58,232
622,8704,2446,2734,GDDR6X,668.2,45,180
623,7680,2469,2908,HBM2,676.7,0,0
624,16384,2403,2865,GDDR6X,385.5,27,108
625,7680,2334,2480,HBM2,951.2,64,256
626,8704,1348,1535,GDDR6,937.4,0,0
627,4608,2194,2613,GDDR5X,697.5,56,224
628,7680,2415,2712,GDDR5X,367.5,0,0
629,10752,1048,1173,GDDR6X,291.2,49,196
630,10752,1401,1561,HBM2,683.4,0,0
631,16384,1914,2357,GDDR5,858.9,25,100
632,3584,2062,2466,GDDR6X,786.0,32,128
633,384,1368,1791,GDDR6,429.4,0,0
634,2048,1227,1628,GDDR6X,829.8,37,148
635,4608,2416,2693,GDDR5,774.1,0,0
636,7680,2139,2503,GDDR5X,922.0,27,108
637,3584,2082,2307,GDDR6,206.3,55,220
638,16384,2183,2543,GDDR6,910.1,120,480
639,1408,1781,2097,GDDR5X,274.3,0,0
640,10752,1889,2085,GDDR6,781.2,84,336
641,384,2135,2611,GDDR6X,438.4,114,456
642,10752,2267,2460,GDDR6,427.6,0,0
643,10752,1874,2303,GDDR6,563.4,38,152
644,8704,1117,1487,GDDR6X,670.6,0,0
645,8704,2034,2513,GDDR6X,859.0,0,0
646,1024,2042,2324,GDDR5,797.2,91,364
647,384,1784,1931,GDDR6,992.8,58,232
648,3584,2334,2520,GDDR6X,201.7,0,0
649,8704,2350,2762,GDDR6X,867.6,0,0
650,8704,1223,1614,GDDR5,839.8,105,420
651,8704,2104,2462,GDDR5X,765.8,0,0
652,16384,1813,2216,HBM2,617.4,116,464
653,2048,2245,2680,HBM2,555.4,123,492
654,1408,1622,2065,GDDR6,505.6,0,0
655,1024,1231,1711,GDDR5X,247.1,61,244
656,7680,2340,2543,GDDR5,241.5,50,200
657,3584,1091,1376,GDDR6X,252.4,0,0
658,16384,2013,2211,HBM2,721.2,0,0
659,1408,1560,2054,GDDR5X,630.0,74,296
660,1408,1001,1474,GDDR6X,418.6,0,0
661,10752,1845,2065,GDDR6X,758.7,0,0
662,4608,2326,2804,GDDR6,983.7,110,440
663,4608,1024,1400,GDDR5,687.0,20,80
664,7680,1807,2221,GDDR5,630.9,126,504
665,384,1187,1435,GDDR5X,555.7,48,192
666,2048,1351,1648,GDDR6,229.4,83,332
667,3584,1854,2151,HBM2,355.0,0,0
668,16384,2283,2735,GDDR6,353.5,106,424
669,384,2281,2510,GDDR6X,419.2,107,428
670,3584,2378,2690,GDDR6,204.1,0,0
671,7680,2437,2903,GDDR5X,331.6,0,0
672,16384,2196,2670,GDDR6,397.7,80,320
673,1024,2164,2511,GDDR5,700.3,0,0
674,1024,2174,2298,GDDR6X,243.8,98,392
675,7680,1144,1544,GDDR5X,891.7,120,480
676,4608,1976,2346,GDDR5,563.3,62,248
677,2048,2357,2507,HBM2,405.0,0,0
678,384,1091,1315,GDDR6X,610.5,0,0
679,16384,1514,1761,GDDR5,614.1,104,416
680,2048,2465,2821,GDDR5X,828.2,63,252
681,16384,2445,2791,GDDR6X,462.9,0,0
682,2048,1700,1885,GDDR6X,787.7,0,0
683,4608,1045,1191,GDDR6,552.3,0,0
684,3584,2078,2313,HBM2,396.8,0,0
685,1408,1568,1982,GDDR5,470.7,46,184
686,10752,2466,2965,GDDR6X,902.7,0,0
687,4608,1477,1748,GDDR5X,936.8,117,468
688,3584,2309,2749,HBM2,908.7,0,0
689,10752,1582,2034,HBM2,499.4,86,344
690,8704,1711,2043,HBM2,719.8,46,184
691,7680,1857,2331,GDDR6,403.6,0,0
692,16384,1062,1366,GDDR6,540.9,79,316
693,8704,1351,1709,GDDR6,921.2,0,0
694,384,1819,2052,GDDR6,400.0,115,460
695,3584,1013,1232,GDDR6,826.5,0,0
696,10752,2484,2964,GDDR6X,382.1,0,0
697,8704,1511,1645,GDDR5X,543.0,0,0
698,16384,2311,2533,GDDR5,599.8,0,0
699,10752,1449,1783,HBM2,828.3,0,0
700,7680,2470,2651,GDDR6X,251.0,69,276
701,1024,1257,1626,GDDR5X,225.6,0,0
702,2048,1437,1746,GDDR6X,246.0,0,0
703,1024,1194,1461,GDDR5,511.2,46,184
704,16384,1863,2087,GDDR5X,602.0,0,0
705,16384,2211,2521,HBM2,903.4,78,312
706,3584,1587,2016,GDDR5X,532.0,42,168
707,1024,1590,2068,GDDR5X,908.4,0,0
708,2048,2363,2627,HBM2,297.0,67,268
709,10752,1067,1177,GDDR6X,504.9,115,460
710,1408,1491,1890,GDDR6X,569.1,0,0
711,1408,2258,2600,GDDR5X,435.3,0,0
712,8704,1537,1723,GDDR5,914.2,0,0
713,1024,1586,1809,GDDR5,678.6,0,0
714,384,1633,2128,GDDR6,856.4,0,0
715,384,1624,1767,GDDR6,458.1,0,0
716,1024,1535,1704,GDDR6X,723.2,0,0
717,16384,1553,1679,GDDR5X,528.9,0,0
718,1024,1900,2392,GDDR6X,742.3,0,0
719,384,1913,2247,GDDR6X,608.8,0,0
720,7680,2136,2483,GDDR5,310.0,83,332
721,16384,2483,2760,GDDR6,307.4,0,0
722,4608,1514,1696,GDDR5,925.3,105,420
723,384,1097,1393,GDDR5X,241.7,0,0
724,2048,1354,1485,GDDR6X,449.2,0,0
725,8704,2452,2632,GDDR6X,264.0,0,0
726,7680,2140,2567,GDDR6X,215.8,0,0
727,10752,2090,2292,GDDR6X,444.7,0,0
728,8704,1294,1760,GDDR5,210.3,0,0
729,8704,1462,1957,GDDR5,527.0,0,0
730,4608,1764,2059,GDDR6,757.2,103,412
731,4608,1946,2316,GDDR5X,409.1,0,0
732,384,1175,1311,GDDR6X,518.1,95,380
733,10752,2452,2815,GDDR6X,668.9,0,0
734,2048,2395,2654,GDDR6,205.1,41,164
735,3584,2100,2268,GDDR6,349.1,37,148
736,1408,1301,1700,GDDR5X,407.5,0,0
737,1024,1567,1777,GDDR6,223.7,0,0
738,384,1998,2413,GDDR5,277.5,0,0
739,4608,1907,2141,GDDR6,999.6,124,496
740,4608,2209,2310,GDDR6X,780.2,0,0
741,2048,1553,1900,GDDR6X,611.9,104,416
742,4608,2017,2210,GDDR6X,520.1,98,392
743,3584,1911,2295,HBM2,901.0,0,0
744,10752,2481,2767,GDDR6X,964.0,81,324
745,7680,2490,2601,GDDR6,922.1,0,0
746,1408,2384,2737,GDDR6X,272.4,0,0
747,7680,2365,2762,GDDR6X,723.1,0,0
748,1024,1134,1530,GDDR5X,795.7,0,0
749,384,1885,2060,GDDR6X,983.9,0,0
750,1024,1593,1908,GDDR6X,452.7,0,0
751,384,1898,2121,GDDR5,418.8,0,0
752,384,2472,2705,GDDR5X,878.5,0,0
753,1408,2487,2806,GDDR6,537.9,80,320
754,2048,2052,2371,GDDR5,304.7,0,0
755,8704,2044,2260,GDDR5X,367.8,122,488
756,7680,2019,2186,GDDR5,276.8,80,320
757,1408,1940,2201,GDDR5,295.0,70,280
758,1024,2167,2612,GDDR6X,420.2,103,412
759,10752,1337,1671,HBM2,583.6,0,0
760,1408,1149,1274,HBM2,347.9,124,496
761,16384,1808,2235,GDDR5,802.8,0,0
762,4608,1185,1336,GDDR5X,722.1,31,124
763,10752,1257,1747,GDDR5,398.7,25,100
764,4608,1784,2278,GDDR6,684.9,85,340
765,2048,2436,2776,GDDR5X,673.4,55,220
766,1408,1600,1733,GDDR6,741.2,0,0
767,4608,1845,2204,HBM2,684.0,0,0
768,3584,1187,1330,HBM2,525.4,62,248
769,2048,1410,1549,GDDR5X,502.9,0,0
770,8704,1143,1382,HBM2,892.3,90,360
771,10752,1828,2280,GDDR6X,581.5,36,144
772,7680,1851,2057,GDDR6,766.0,51,204
773,10752,1430,1911,HBM2,953.3,0,0
774,1024,1115,1311,GDDR5,332.1,27,108
775,1408,1719,2025,HBM2,758.3,71,284
776,4608,1366,1761,HBM2,747.3,0,0
777,1408,1771,2251,GDDR6X,596.4,0,0
778,1024,1435,1728,GDDR6,370.5,0,0
779,16384,2273,2395,GDDR5,692.4,0,0
780,4608,1013,1285,GDDR5X,267.8,85,340
781,8704,1593,1812,GDDR6X,913.8,0,0
782,7680,1009,1462,GDDR5X,288.5,56,224
783,2048,2423,2906,GDDR6,295.0,82,328
784,7680,1197,1680,GDDR5,300.9,0,0
785,16384,2106,2379,GDDR6,425.8,30,120
786,1024,2296,2793,GDDR5X,733.1,0,0
787,2048,2489,2825,GDDR5X,383.5,0,0
788,2048,1136,1256,GDDR6X,620.0,0,0
789,384,1456,1663,GDDR6,954.4,0,0
790,4608,1318,1606,HBM2,280.6,0,0
791,384,2024,2432,GDDR5X,465.0,114,456
792,1024,1196,1593,GDDR5,232.8,0,0
793,3584,2088,2583,GDDR5X,626.8,0,0
794,10752,2463,2920,GDDR6X,703.9,35,140
795,3584,2045,2196,GDDR5,964.6,27,108
796,10752,1576,1987,GDDR6X,685.8,0,0
797,10752,1683,2066,HBM2,407.1,48,192
798,3584,1059,1218,GDDR6,941.8,54,216
799,16384,2458,2687,HBM2,411.2,0,0
800,384,2236,2423,GDDR6,341.4,0,0
801,10752,1309,1585,GDDR6,415.0,94,376
802,8704,1141,1313,GDDR5X,852.5,42,168
803,1408,2226,2600,GDDR5X,255.6,0,0
804,10752,1206,1606,GDDR5,682.6,0,0
805,1408,1373,1506,GDDR5X,950.9,0,0
806,4608,2279,2412,GDDR5X,584.3,92,368
807,3584,1941,2090,GDDR5,282.3,57,228
808,7680,1221,1583,GDDR5X,937.4,0,0
809,3584,1536,1882,GDDR5,488.4,30,120
810,7680,1225,1591,GDDR6,699.8,56,224
811,1024,2183,2627,GDDR5X,822.2,38,152
812,7680,2439,2650,GDDR5,458.4,36,144
813,7680,1903,2257,GDDR5X,841.7,0,0
814,10752,2232,2485,HBM2,771.9,0,0
815,384,1544,1833,GDDR5X,936.7,0,0
816,10752,2458,2923,GDDR5X,368.6,0,0
817,384,2044,2313,GDDR5,761.1,104,416
818,1408,1118,1248,HBM2,864.9,73,292
819,8704,1617,1851,GDDR5,429.4,39,156
820,7680,2020,2470,HBM2,769.1,53,212
821,10752,1566,2046,GDDR5X,520.3,27,108
822,4608,1979,2241,GDDR6X,331.9,0,0
823,4608,1042,1254,HBM2,285.2,0,0
824,384,1361,1495,HBM2,651.8,92,368
825,3584,2438,2738,GDDR6,801.5,112,448
826,10752,2211,2371,HBM2,836.9,81,324
827,1024,2429,2621,GDDR5X,846.0,103,412
828,4608,1671,1823,GDDR6,488.3,75,300
829,16384,1942,2241,GDDR5,314.1,0,0
830,1408,1102,1432,GDDR6,271.4,42,168
831,1024,2458,2753,GDDR6,887.2,71,284
832,7680,1759,1964,GDDR5,696.5,102,408
833,1408,1855,2296,GDDR5X,510.6,0,0
834,8704,1164,1336,GDDR5,934.0,70,280
835,8704,1319,1715,GDDR5,422.7,0,0
836,16384,2161,2285,GDDR6,831.6,80,320
837,1408,1125,1252,GDDR6X,265.4,111,444
838,1024,2342,2613,GDDR6,331.6,0,0
839,7680,1532,1909,GDDR6X,858.4,0,0
840,4608,1021,1479,GDDR5X,599.6,0,0
841,8704,2415,2857,GDDR6X,711.1,94,376
842,16384,1566,1805,GDDR5X,977.4,93,372
843,1024,2049,2408,GDDR6X,531.2,0,0
844,1408,1688,1937,HBM2,675.9,0,0
845,3584,2053,2528,GDDR5,996.3,0,0
846,16384,2391,2530,GDDR6X,602.7,123,492
847,1024,1293,1580,GDDR5,480.5,121,484
848,3584,2319,2524,GDDR6X,738.6,0,0
849,10752,2230,2569,GDDR6,336.3,0,0
850,384,2202,2533,GDDR5X,951.5,0,0
851,1408,1756,2108,GDDR6X,874.4,100,400
852,16384,1230,1577,HBM2,936.5,30,120
853,1408,1360,1819,GDDR6,355.1,0,0
854,1408,1941,2296,HBM2,893.6,0,0
855,1408,1139,1436,GDDR6,930.2,0,0
856,1024,1315,1582,GDDR6,706.8,0,0
857,16384,2282,2428,GDDR6,995.0,81,324
858,384,1804,2111,GDDR5X,373.0,66,264
859,1408,1401,1693,GDDR5,478.8,0,0
860,3584,1259,1633,GDDR6,969.5,33,132
861,7680,1894,2102,GDDR6,698.3,97,388
862,8704,1251,1364,HBM2,402.5,0,0
863,4608,1644,1818,GDDR5X,258.1,104,416
864,4608,1321,1647,GDDR6,919.0,0,0
865,10752,1417,1760,GDDR5,659.2,102,408
866,8704,1070,1279,GDDR5,299.3,0,0
867,16384,2482,2946,GDDR6,304.8,0,0
868,384,1104,1242,GDDR6X,778.6,55,220
869,7680,1448,1941,GDDR6X,878.9,0,0
870,1408,1158,1387,GDDR6X,381.1,0,0
871,384,1390,1803,GDDR5,238.4,0,0
872,1408,2387,2720,GDDR5,301.0,38,152
873,16384,1717,2013,GDDR6,457.5,0,0
874,10752,2253,2449,GDDR5X,756.0,0,0
875,7680,1282,1423,GDDR5X,851.2,0,0
876,10752,1158,1310,GDDR6,508.5,0,0
877,3584,2427,2757,GDDR5,317.8,0,0
878,8704,1993,2274,GDDR6,294.7,90,360
879,4608,1080,1289,GDDR5,239.3,0,0
880,10752,1911,2218,GDDR5,744.9,0,0
881,1024,1798,2008,HBM2,759.6,71,284
882,1408,2179,2418,GDDR6,764.7,0,0
883,3584,2279,2654,GDDR5X,452.1,28,112
884,4608,1031,1520,GDDR5,336.6,117,468
885,384,2228,2554,GDDR6,868.3,0,0
886,4608,1679,2072,HBM2,405.9,82,328
887,10752,2162,2604,HBM2,587.5,0,0
888,4608,1747,1944,GDDR6X,487.5,115,460
889,10752,2349,2628,HBM2,340.0,0,0
890,16384,1780,2017,HBM2,298.4,0,0
891,1408,1785,2000,HBM2,731.5,0,0
892,2048,1425,1762,GDDR5,590.7,0,0
893,3584,2178,2478,HBM2,324.0,0,0
894,384,1710,1951,GDDR6X,538.1,32,128
895,4608,2207,2362,GDDR5X,400.0,73,292
896,8704,1819,2069,GDDR6X,276.8,0,0
897,4608,1642,1910,GDDR6X,569.0,0,0
898,2048,1870,2119,HBM2,634.6,92,368
899,10752,1690,1811,GDDR5,416.1,103,412
900,4608,2296,2444,HBM2,739.5,0,0
901,1408,1451,1675,GDDR5,844.5,0,0
902,10752,1145,1326,GDDR6X,219.7,0,0
903,1408,2230,2666,HBM2,408.2,0,0
904,1408,1213,1610,GDDR5X,336.6,0,0
905,16384,1739,2106,GDDR6X,508.7,0,0
906,16384,1584,1916,GDDR5,716.1,0,0
907,384,2473,2716,HBM2,368.6,0,0
908,16384,1509,1895,GDDR5X,422.7,0,0
909,16384,2063,2365,HBM2,407.4,0,0
910,1408,1348,1714,GDDR6X,947.4,0,0
911,1408,2092,2345,GDDR6X,937.9,0,0
912,4608,1910,2346,GDDR5X,456.9,109,436
913,8704,2018,2208,GDDR5X,547.3,0,0
914,384,2215,2672,GDDR6,819.5,0,0
915,8704,1285,1467,GDDR6X,600.7,65,260
916,1024,1854,2004,HBM2,438.6,35,140
917,3584,2383,2583,GDDR6,254.4,0,0
918,10752,1468,1815,HBM2,758.0,34,136
919,3584,1301,1756,GDDR5,311.4,0,0
920,16384,2356,2737,GDDR5,476.7,0,0
921,3584,2085,2226,GDDR6X,606.1,0,0
922,384,2160,2584,HBM2,686.5,0,0
923,7680,2052,2371,GDDR5,550.4,98,392
924,16384,1015,1280,HBM2,654.4,0,0
925,3584,1066,1305,GDDR5X,998.5,0,0
926,10752,1309,1691,GDDR6,918.1,0,0
927,2048,1790,1997,HBM2,602.8,0,0
928,2048,2368,2804,HBM2,384.4,0,0
929,8704,1975,2256,GDDR5,217.0,0,0
930,16384,1576,1683,GDDR6X,507.7,25,100
931,3584,1047,1452,GDDR5,928.0,0,0
932,16384,1651,1922,GDDR5,845.9,90,360
933,10752,1390,1874,GDDR6X,796.5,50,200
934,16384,1592,1938,GDDR6,415.0,52,208
935,1408,1666,1772,GDDR5,573.2,65,260
936,10752,1471,1596,GDDR5X,406.4,0,0
937,16384,1984,2177,GDDR5,347.4,84,336
938,3584,2463,2569,GDDR6,632.4,0,0
939,1024,1355,1585,GDDR6,863.3,0,0
940,16384,2182,2415,GDDR6X,917.9,67,268
941,1408,2368,2478,HBM2,369.2,60,240
942,1408,1572,2071,GDDR5,964.1,0,0
943,10752,1781,2007,GDDR5X,868.8,0,0
944,1024,2040,2318,GDDR6X,489.5,0,0
945,7680,1345,1776,GDDR5X,940.6,51,204
946,1024,1613,1915,GDDR5X,660.8,100,400
947,10752,2067,2354,GDDR5,301.1,24,96
948,7680,2356,2597,GDDR6X,757.5,50,200
949,384,1111,1579,GDDR6X,928.5,100,400
950,16384,2375,2849,GDDR5,321.8,0,0
951,16384,1419,1828,GDDR5X,437.9,0,0
952,7680,1428,1681,GDDR5X,962.8,25,100
953,3584,1248,1463,GDDR6X,551.1,0,0
954,1408,1144,1464,HBM2,803.9,23,92
955,384,1554,1766,HBM2,541.2,76,304
956,1024,1667,1939,GDDR6,269.5,37,148
957,1408,1761,1971,HBM2,737.7,29,116
958,10752,1992,2443,GDDR5,959.3,100,400
959,8704,1227,1652,GDDR6X,426.1,0,0
960,16384,1313,1484,GDDR6X,750.4,98,392
961,3584,2261,2711,GDDR6X,592.2,0,0
962,3584,1629,1907,GDDR5X,729.9,0,0
963,1408,2161,2454,GDDR6X,680.8,107,428
964,4608,1392,1619,GDDR6X,847.2,74,296
965,384,1463,1726,HBM2,900.5,88,352
966,384,2204,2340,GDDR6,929.8,118,472
967,1408,2257,2515,GDDR5X,432.1,40,160
968,384,2268,2670,HBM2,282.0,0,0
969,2048,1051,1450,GDDR6X,724.2,0,0
970,7680,1030,1427,HBM2,683.9,39,156
971,384,1453,1736,GDDR5,411.4,0,0
972,10752,1418,1631,HBM2,605.3,0,0
973,2048,1867,1976,GDDR5X,557.7,81,324
974,1024,1841,2024,GDDR6X,674.7,30,120
975,384,2151,2351,GDDR6,792.4,0,0
976,2048,2133,2550,HBM2,599.9,103,412
977,1024,2382,2652,GDDR5,500.5,0,0
978,1024,1059,1328,GDDR5X,700.9,87,348
979,7680,2494,2881,GDDR6,618.0,98,392
980,4608,1779,1979,GDDR6X,368.5,62,248
981,8704,1101,1591,GDDR6,761.2,45,180
982,1024,1526,1849,GDDR5X,476.0,0,0
983,4608,1937,2198,GDDR6,648.9,0,0
984,3584,1845,1995,HBM2,669.9,118,472
985,8704,1314,1415,GDDR5X,991.3,0,0
986,384,1205,1627,GDDR6X,731.9,61,244
987,4608,1468,1776,HBM2,262.6,97,388
988,8704,2043,2243,GDDR5,646.3,75,300
989,7680,1321,1644,GDDR5X,506.0,42,168
990,4608,1141,1388,GDDR6,602.2,0,0
991,3584,1411,1533,HBM2,858.7,111,444
992,1024,1057,1168,GDDR5X,764.5,0,0
993,384,1471,1914,GDDR6,986.7,44,176
994,16384,2083,2329,GDDR5,952.4,71,284
995,1024,1259,1376,HBM2,358.9,84,336
996,4608,1699,2133,GDDR5,653.0,79,316
997,16384,1940,2048,GDDR5X,831.0,47,188
998,2048,2121,2516,GDDR6,242.7,0,0
999,2048,1409,1588,GDDR6,407.5,76,304
1000,10752,1675,2027,GDDR5X,229.4,126,504
1001,3584,1311,1690,HBM2,641.3,0,0
1002,1024,1776,2128,GDDR6X,311.9,95,380
1003,1024,1944,2391,GDDR5,327.0,0,0
1004,10752,1279,1387,HBM2,565.2,0,0
1005,16384,1507,1878,GDDR6,232.1,0,0
1006,384,1246,1412,GDDR6,909.3,109,436
1007,384,2455,2678,GDDR5X,841.2,0,0
1008,1408,1452,1584,GDDR5X,886.2,0,0
1009,4608,1007,1170,GDDR5,576.6,107,428
1010,1024,1581,1808,GDDR5X,519.9,0,0
1011,8704,2005,2493,GDDR5,377.4,97,388
1012,7680,2372,2730,GDDR5X,600.0,0,0
1013,7680,1226,1450,GDDR6X,227.9,0,0
1014,1024,1519,1912,GDDR6X,842.8,21,84
1015,8704,1981,2349,GDDR6X,817.1,0,0
1016,8704,2068,2505,GDDR6,289.3,0,0
1017,4608,2422,2805,GDDR6,358.1,0,0
1018,8704,1690,1810,HBM2,749.1,0,0
1019,3584,1535,1642,GDDR6,438.1,0,0
1020,1024,1802,1952,GDDR5X,706.3,75,300
1021,384,1115,1364,GDDR5X,687.5,0,0
1022,7680,1034,1514,GDDR6,777.3,0,0
1023,10752,2281,2478,GDDR5,499.4,0,0
1024,3584,1752,1870,GDDR6X,927.8,0,0
1025,3584,1401,1740,GDDR6,277.7,48,192
1026,8704,1882,2235,GDDR6,633.2,0,0
1027,8704,1316,1695,GDDR6X,404.6,24,96
1028,10752,1554,1770,GDDR6,561.2,79,316
1029,7680,2494,2603,GDDR6,645.2,82,328
1030,1024,1145,1332,GDDR5,656.6,0,0
1031,7680,2351,2562,GDDR6,704.2,105,420
1032,8704,1235,1684,GDDR6X,430.7,0,0
1033,7680,1870,2137,GDDR6X,528.2,0,0
1034,7680,2418,2648,GDDR5X,333.2,0,0
1035,10752,2295,2735,GDDR5X,566.2,112,448
1036,384,1311,1595,GDDR5X,746.9,76,304
1037,1408,1367,1755,GDDR5,205.5,24,96
1038,10752,1181,1591,HBM2,771.8,0,0
1039,4608,1599,2069,GDDR6X,542.9,0,0
1040,4608,1619,1854,GDDR5X,836.4,46,184
1041,3584,1514,1889,GDDR6,829.9,109,436
1042,384,1332,1580,GDDR6,771.0,59,236
1043,1408,1220,1436,GDDR6X,405.8,49,196
1044,10752,2118,2616,GDDR6X,581.6,0,0
1045,7680,2298,2592,GDDR5X,896.6,0,0
1046,3584,1310,1470,HBM2,822.4,121,484
1047,10752,2347,2743,GDDR6,731.4,0,0
1048,10752,2309,2797,GDDR5,557.3,86,344
1049,8704,1266,1757,GDDR6,641.6,0,0
1050,2048,1341,1675,HBM2,581.8,0,0
1051,8704,1296,1612,GDDR5X,678.6,58,232
1052,2048,1883,2236,GDDR6X,993.8,52,208
1053,3584,1396,1708,GDDR6,420.2,91,364
1054,10752,1706,1871,GDDR5,808.4,106,424
1055,1408,1290,1433,GDDR5X,370.6,84,336
1056,16384,1315,1683,GDDR6,325.1,0,0
1057,10752,2472,2833,GDDR6X,823.8,54,216
1058,4608,2244,2470,GDDR6,540.2,70,280
1059,1408,2462,2868,GDDR5,854.8,45,180
1060,4608,1837,2232,GDDR5X,694.0,76,304
1061,16384,1705,2193,GDDR5,825.0,69,276
1062,4608,1414,1661,GDDR6,288.8,0,0
1063,16384,1300,1435,GDDR5X,462.3,89,356
1064,4608,2436,2680,GDDR6X,797.8,47,188
1065,3584,1383,1782,GDDR5,312.2,0,0
1066,10752,1560,1886,GDDR5,967.8,0,0
1067,16384,1138,1461,GDDR5,625.4,0,0
1068,7680,2227,2513,GDDR5X,720.4,29,116
1069,7680,2334,2594,GDDR6,205.1,0,0
1070,2048,1877,2284,HBM2,566.2,105,420
1071,1408,1151,1464,GDDR5,823.6,0,0
1072,2048,1454,1723,GDDR6,386.4,0,0
1073,7680,1038,1485,GDDR5X,504.3,0,0
1074,1024,2454,2756,HBM2,779.6,0,0
1075,4608,1623,1807,GDDR5,839.8,66,264
1076,7680,1600,2042,GDDR6,488.3,59,236
1077,7680,2314,2420,GDDR6,783.7,0,0
1078,1408,1210,1497,GDDR5,248.9,122,488
1079,10752,2448,2844,GDDR5X,492.1,34,136
1080,3584,1933,2044,GDDR5,465.3,80,320
1081,10752,1255,1395,GDDR6,917.8,31,124
1082,16384,2214,2314,GDDR6X,575.6,52,208
1083,8704,1739,2171,HBM2,357.0,0,0
1084,7680,1423,1769,GDDR5X,381.0,43,172
1085,3584,2140,2292,GDDR6X,499.8,0,0
1086,384,1214,1327,GDDR5X,329.5,61,244
1087,2048,1680,1885,GDDR6X,294.3,0,0
1088,8704,1995,2362,GDDR6,810.6,0,0
1089,1408,1142,1632,GDDR5,296.2,111,444
1090,1024,2449,2937,GDDR5X,518.0,85,340
1091,4608,1788,2199,HBM2,887.9,87,348
1092,1024,2021,2374,HBM2,381.0,0,0
1093,10752,2458,2915,GDDR6X,457.5,0,0
1094,16384,1891,2017,GDDR6X,312.2,81,324
1095,2048,2251,2379,GDDR6,312.4,0,0
1096,3584,2141,2245,GDDR5,616.5,87,348
1097,8704,1231,1683,GDDR6,900.2,0,0
1098,1408,2314,2690,GDDR6X,806.8,0,0
1099,8704,2255,2740,GDDR6X,245.3,33,132
1100,3584,2475,2608,GDDR5,770.5,82,328
