chicken_id,breed_id,farm_id,farmer_id,gender,hatch_date,age_days,weight_kg,height_cm,production_type,health_status,vaccination_status,egg_production_weekly,province,feed_type_id,market_value
242,14,193,54,Male,9/26/2023,97,1.66,38.5,Ornamental,Recovered,Partial,1,Jawa Tengah,4,35040
243,14,63,11,Male,7/5/2023,180,1.22,28.3,Ornamental,Healthy,Complete,7,Sumatera Utara,2,135601
244,10,117,52,Male,7/18/2023,167,4.31,68.6,Egg,Recovered,None,0,Sumatera Utara,5,144679
245,14,127,42,Male,12/13/2023,19,1.03,54.1,Egg,Under Treatment,None,0,Jawa Timur,8,71560
246,14,179,11,Female,8/9/2022,510,3.98,26.2,Dual Purpose,Minor Issues,None,0,Banten,2,101792
247,13,25,99,Female,3/12/2023,295,4.03,37.5,Dual Purpose,Recovered,Partial,2,Kalimantan Selatan,7,42044
248,3,189,2,Female,12/22/2022,375,3.11,46.1,Fighting,Healthy,None,7,Kalimantan Selatan,8,40119
249,7,122,86,Female,3/17/2023,290,1.07,60.5,Egg,Minor Issues,Complete,1,Sumatera Utara,5,107256
250,13,13,23,Male,7/14/2022,536,2.7,36.1,Egg,Under Treatment,Complete,3,Sumatera Utara,8,144059
251,2,123,46,Male,5/10/2023,236,0.84,44.4,Dual Purpose,Under Treatment,Partial,0,Sulawesi Selatan,8,48034
252,6,64,54,Male,12/25/2022,372,3.04,35.9,Egg,Recovered,Complete,3,DI Yogyakarta,1,127419
253,1,83,90,Male,4/30/2022,611,3.43,31.7,Meat,Minor Issues,Complete,0,Kalimantan Selatan,8,68200
254,15,108,60,Male,11/12/2022,415,4.17,25.4,Dual Purpose,Under Treatment,Complete,0,Bali,2,134093
255,10,34,59,Male,7/12/2022,538,1.04,56.5,Egg,Minor Issues,Partial,2,Kalimantan Selatan,8,92157
256,4,89,48,Female,12/2/2023,30,4.22,31.8,Egg,Under Treatment,None,1,DI Yogyakarta,1,91743
257,3,134,90,Male,6/24/2022,556,3.16,46.9,Ornamental,Under Treatment,None,0,DI Yogyakarta,3,118342
258,12,199,11,Male,7/6/2023,179,2.02,60.5,Fighting,Under Treatment,Partial,0,DI Yogyakarta,8,89059
259,3,192,36,Male,4/2/2022,639,1.64,30,Egg,Under Treatment,Complete,6,Kalimantan Selatan,6,91291
260,3,176,46,Male,11/7/2022,420,2.4,53,Ornamental,Recovered,None,0,Jawa Barat,5,36070
261,10,74,29,Male,10/4/2023,89,3.57,36.8,Egg,Recovered,None,0,Sulawesi Selatan,2,76474
262,15,15,50,Female,7/11/2023,174,4.24,32,Meat,Under Treatment,Complete,0,Jawa Timur,4,122248
263,12,87,9,Female,11/15/2023,47,4.08,26.4,Meat,Healthy,None,1,DI Yogyakarta,2,121366
264,15,112,24,Male,11/1/2023,61,1.7,36.1,Dual Purpose,Recovered,Complete,3,Lampung,2,61955
265,12,5,25,Female,1/3/2023,363,4.33,37.8,Dual Purpose,Recovered,Complete,4,Lampung,3,37109
266,14,74,12,Male,7/30/2023,155,3.09,53.4,Fighting,Minor Issues,None,0,Lampung,6,60811
267,13,175,92,Female,4/9/2023,267,1.48,43.4,Egg,Minor Issues,Partial,0,Jawa Tengah,6,96521
268,8,109,22,Male,10/6/2023,87,1.5,26.5,Ornamental,Healthy,None,0,Kalimantan Selatan,1,83866
269,4,71,90,Male,9/6/2023,117,1,32.4,Dual Purpose,Healthy,None,0,Bali,8,147418
270,6,32,84,Male,4/4/2022,637,2.17,34.5,Egg,Healthy,None,2,Jawa Timur,3,98388
271,11,121,68,Male,10/18/2023,75,2.91,49.5,Dual Purpose,Healthy,None,0,DI Yogyakarta,3,135075
272,8,136,34,Male,6/9/2023,206,3.17,38.9,Ornamental,Recovered,Partial,3,DI Yogyakarta,4,76631
273,10,171,19,Female,11/22/2023,40,1.28,50,Ornamental,Under Treatment,None,7,Sumatera Utara,3,77664
274,2,49,59,Male,2/27/2022,673,3.04,57.3,Ornamental,Under Treatment,Partial,0,Kalimantan Selatan,8,70151
275,11,94,83,Male,10/26/2023,67,1.17,28.9,Dual Purpose,Under Treatment,None,0,Jawa Barat,4,62384
276,13,8,57,Female,2/5/2023,330,2.96,28.2,Dual Purpose,Recovered,Complete,4,Sulawesi Selatan,5,57595
277,3,62,22,Female,4/27/2023,249,1.92,67.9,Dual Purpose,Minor Issues,None,3,Jawa Barat,5,125170
278,11,71,97,Female,3/15/2023,292,2.44,44.9,Dual Purpose,Under Treatment,None,0,Jawa Timur,3,86578
279,11,190,65,Male,8/16/2023,138,3.22,55.1,Fighting,Healthy,Partial,0,Sulawesi Selatan,7,125777
280,12,103,95,Female,12/30/2023,2,1.73,37.6,Fighting,Under Treatment,Complete,0,Bali,2,71507
281,1,127,9,Male,11/5/2023,57,3.09,60.9,Fighting,Under Treatment,None,1,Sulawesi Selatan,2,83711
282,15,146,84,Male,5/11/2023,235,2.1,67.6,Ornamental,Under Treatment,Partial,3,Jawa Barat,1,37313
283,11,154,60,Female,12/4/2022,393,2.31,38.4,Meat,Healthy,None,6,Lampung,7,91765
284,6,88,39,Male,1/16/2023,350,2.17,35.6,Dual Purpose,Recovered,Complete,0,DI Yogyakarta,3,93111
285,15,95,86,Male,2/1/2023,334,3.32,53.5,Dual Purpose,Recovered,Partial,0,Sulawesi Selatan,3,131934
286,13,160,15,Female,1/23/2023,343,2.3,49,Egg,Recovered,Complete,0,Banten,3,84786
287,7,70,84,Male,4/4/2022,637,1.71,25.8,Meat,Minor Issues,Complete,0,Jawa Timur,4,93733
288,10,19,73,Female,3/3/2023,304,2.58,31.6,Fighting,Recovered,Complete,0,Jawa Timur,1,96865
289,6,94,25,Female,1/2/2022,729,2.36,47.4,Dual Purpose,Under Treatment,None,1,Banten,1,131023
290,14,77,1,Male,11/5/2023,57,3.1,65.3,Dual Purpose,Healthy,None,1,Lampung,2,116956
291,4,117,38,Male,5/1/2023,245,3.32,43.3,Meat,Healthy,Partial,0,Sumatera Utara,8,109644
292,8,190,38,Male,1/29/2022,702,2.34,64.8,Dual Purpose,Recovered,Partial,7,Bali,5,88724
293,10,36,9,Female,11/30/2022,397,3.21,47.8,Fighting,Minor Issues,Complete,0,Banten,8,119758
294,8,101,36,Female,8/19/2023,135,2.97,25.9,Dual Purpose,Minor Issues,Partial,0,Jawa Tengah,8,38387
295,7,72,100,Male,7/27/2023,158,0.93,56.8,Dual Purpose,Recovered,None,0,Jawa Timur,6,30064
296,8,77,88,Male,3/11/2022,661,2.43,65.2,Ornamental,Under Treatment,Partial,5,Jawa Timur,1,54449
297,4,34,28,Male,9/11/2022,477,2.31,66,Egg,Under Treatment,Complete,6,Bali,5,114511
298,11,138,91,Male,2/12/2023,323,1.77,53.7,Ornamental,Recovered,Partial,3,Banten,6,134234
299,15,62,95,Male,1/16/2022,715,2.41,60,Egg,Under Treatment,None,5,DI Yogyakarta,4,93931
300,10,132,13,Female,1/6/2022,725,1.71,66.4,Ornamental,Minor Issues,Complete,4,Bali,2,78958
301,14,78,14,Female,11/11/2022,416,2.61,57.7,Fighting,Recovered,Partial,0,Bali,4,31281
302,15,181,15,Male,9/4/2023,119,1.89,66.2,Egg,Under Treatment,None,0,Sumatera Utara,4,57796
303,7,8,8,Male,12/15/2023,17,3.06,26.8,Dual Purpose,Minor Issues,Complete,0,Lampung,7,80991
304,13,143,71,Male,2/27/2022,673,2.61,57.1,Meat,Recovered,Complete,7,Lampung,7,149659
305,4,73,62,Female,5/9/2023,237,2.31,35.4,Egg,Minor Issues,None,0,Bali,1,126564
306,15,135,84,Male,8/20/2022,499,2.54,33.7,Fighting,Recovered,Partial,7,DI Yogyakarta,7,138497
307,13,179,38,Male,7/1/2023,184,3.78,63.3,Dual Purpose,Under Treatment,Partial,0,Kalimantan Selatan,4,129768
308,10,49,63,Male,7/22/2022,528,4.28,26.2,Ornamental,Under Treatment,Complete,0,Sulawesi Selatan,1,25407
309,12,196,87,Female,6/13/2022,567,1.83,33.5,Ornamental,Minor Issues,None,0,Jawa Barat,6,108445
310,9,186,54,Female,7/10/2022,540,4.21,59.9,Meat,Healthy,None,0,Jawa Tengah,3,85648
311,10,152,49,Male,11/8/2023,54,1.34,41.3,Dual Purpose,Minor Issues,Complete,0,Sulawesi Selatan,4,68680
312,7,78,84,Female,3/10/2023,297,1.01,35.9,Egg,Healthy,None,7,Jawa Tengah,8,39404
313,9,24,64,Male,11/4/2023,58,2.51,30.4,Ornamental,Under Treatment,Partial,0,Lampung,4,122315
314,2,54,43,Female,9/29/2022,459,4.23,51.5,Dual Purpose,Under Treatment,Complete,4,Jawa Tengah,1,147349
315,10,71,7,Female,9/14/2022,474,3.08,46.9,Dual Purpose,Under Treatment,Complete,0,Kalimantan Selatan,3,29274
316,5,160,26,Female,2/20/2023,315,2.74,62.5,Dual Purpose,Minor Issues,Complete,0,Jawa Tengah,7,88830
317,3,75,18,Female,11/22/2023,40,2.18,56.4,Dual Purpose,Minor Issues,None,0,Sumatera Utara,2,62472
318,14,127,55,Male,4/22/2023,254,2.67,58.2,Egg,Healthy,None,5,Lampung,8,128437
319,11,21,15,Female,3/12/2023,295,3.33,48.9,Meat,Under Treatment,None,2,Banten,1,43362
320,2,19,33,Female,3/1/2023,306,1.85,27.3,Ornamental,Minor Issues,Partial,0,Bali,5,49660
321,8,51,79,Female,9/13/2022,475,1.34,30.8,Ornamental,Under Treatment,None,0,Lampung,4,114959
322,15,52,25,Female,11/19/2022,408,0.84,68.9,Fighting,Recovered,Partial,0,Lampung,7,91827
323,6,31,54,Female,10/29/2022,429,4.36,63.7,Fighting,Minor Issues,Partial,0,Kalimantan Selatan,1,130547
324,5,200,83,Male,6/20/2022,560,1.44,57.2,Fighting,Minor Issues,None,0,Bali,4,109215
325,5,27,91,Female,3/7/2023,300,2.97,66,Ornamental,Under Treatment,Partial,6,Sumatera Utara,3,104631
326,1,110,81,Female,12/8/2023,24,3.06,53.9,Egg,Recovered,Complete,0,DI Yogyakarta,1,31060
327,14,14,5,Female,6/21/2023,194,3.38,35.4,Dual Purpose,Minor Issues,Partial,0,Bali,7,52160
328,5,97,60,Female,1/2/2022,729,2.84,48.5,Fighting,Recovered,Complete,0,Jawa Tengah,2,143663
329,4,188,45,Male,1/21/2022,710,1.51,36.4,Dual Purpose,Minor Issues,Complete,1,Bali,2,102377
330,13,82,54,Male,3/6/2022,666,4.39,47.8,Ornamental,Minor Issues,Partial,2,DI Yogyakarta,5,64485
331,12,150,56,Female,7/17/2022,533,3.75,36.4,Ornamental,Recovered,Complete,0,DI Yogyakarta,6,126154
332,13,145,29,Female,12/10/2023,22,3.37,32.7,Meat,Recovered,None,3,Sulawesi Selatan,4,105698
333,13,93,92,Male,3/7/2023,300,2.43,30.5,Fighting,Recovered,None,3,DI Yogyakarta,7,141450
334,14,79,90,Male,7/7/2023,178,3.54,42.5,Fighting,Healthy,Partial,3,Lampung,5,69926
335,12,33,63,Female,4/9/2022,632,4.33,45.1,Dual Purpose,Under Treatment,None,1,Sulawesi Selatan,7,148300
336,12,95,1,Female,8/29/2023,125,2.94,33.5,Egg,Recovered,None,0,Sumatera Utara,5,45224
337,4,132,9,Male,3/13/2023,294,4.27,66.8,Dual Purpose,Healthy,Complete,0,DI Yogyakarta,1,58205
338,6,96,48,Female,11/27/2023,35,2.31,45,Egg,Minor Issues,None,0,Kalimantan Selatan,3,57560
339,13,133,77,Female,2/24/2023,311,3.98,60.1,Egg,Under Treatment,Complete,4,Jawa Barat,6,143125
340,3,96,64,Male,5/12/2022,599,2.7,56.3,Fighting,Recovered,Partial,0,Bali,5,77780
341,10,10,36,Female,7/23/2023,162,1.46,36.4,Ornamental,Under Treatment,Partial,3,DI Yogyakarta,3,123265
342,11,5,98,Female,11/2/2023,60,2.03,35.5,Meat,Under Treatment,Complete,4,Banten,4,114820
343,3,85,28,Male,5/9/2022,602,2.61,57.9,Meat,Under Treatment,Partial,0,Jawa Tengah,6,115071
344,4,13,34,Male,8/10/2022,509,0.83,54.2,Meat,Recovered,Partial,0,Jawa Barat,4,149424
345,3,123,58,Male,7/21/2022,529,0.83,41,Ornamental,Healthy,None,2,Sumatera Utara,1,31299
346,11,41,60,Female,11/1/2023,61,1.42,58,Fighting,Minor Issues,Partial,0,Jawa Barat,3,91866
347,2,40,84,Female,10/13/2022,445,2.01,51.1,Fighting,Recovered,Complete,0,Lampung,7,79915
348,13,175,74,Male,10/28/2023,65,0.85,52.5,Egg,Under Treatment,Complete,0,Jawa Barat,6,34998
349,9,37,39,Male,3/9/2023,298,2.06,38.3,Dual Purpose,Minor Issues,Complete,0,DI Yogyakarta,5,25863
350,9,118,29,Female,10/17/2022,441,1.8,38.7,Ornamental,Healthy,Complete,4,Sumatera Utara,7,54421
351,12,138,76,Female,5/29/2023,217,3.71,31.1,Dual Purpose,Under Treatment,Complete,3,Jawa Tengah,1,94373
352,5,12,1,Female,12/5/2023,27,2.2,41.9,Ornamental,Recovered,None,0,Sulawesi Selatan,4,121751
353,15,93,60,Female,10/19/2023,74,2.98,36.6,Meat,Under Treatment,Complete,7,Jawa Barat,6,135967
354,2,84,13,Male,2/19/2023,316,2.55,61.9,Meat,Recovered,None,3,DI Yogyakarta,5,140626
355,2,170,16,Male,7/25/2022,525,3,52.1,Fighting,Healthy,None,0,DI Yogyakarta,4,66371
356,2,16,91,Male,11/12/2022,415,3.25,36.3,Dual Purpose,Minor Issues,Complete,1,DI Yogyakarta,3,144771
357,10,37,87,Female,4/13/2023,263,1.16,62.5,Ornamental,Minor Issues,Partial,0,Kalimantan Selatan,5,96752
358,3,147,26,Female,5/1/2022,610,4.11,37.6,Egg,Minor Issues,Partial,1,Sulawesi Selatan,2,115706
359,11,189,69,Female,12/19/2023,13,1.64,60.6,Fighting,Healthy,Partial,1,Banten,6,47159
360,10,42,37,Female,6/9/2023,206,1.76,57.5,Fighting,Under Treatment,Partial,0,DI Yogyakarta,5,131965
361,5,59,75,Female,6/30/2023,185,3.88,65.2,Ornamental,Minor Issues,Partial,2,Jawa Timur,4,25229
362,1,29,100,Male,1/1/2022,730,2.45,46.9,Meat,Under Treatment,Partial,1,Bali,8,53041
363,8,33,52,Male,6/24/2023,191,0.88,54,Fighting,Healthy,Partial,0,Sumatera Utara,7,77870
364,11,88,84,Female,2/9/2023,326,1.84,55.9,Meat,Minor Issues,Complete,1,Jawa Timur,4,64710
365,15,185,49,Female,3/20/2023,287,1.22,31.6,Dual Purpose,Recovered,None,2,Banten,4,53037
366,4,191,57,Female,7/8/2022,542,3.02,59.5,Ornamental,Under Treatment,Complete,0,DI Yogyakarta,2,59359
367,14,50,4,Female,9/26/2022,462,1.5,63.5,Dual Purpose,Under Treatment,Partial,0,Kalimantan Selatan,6,77660
368,5,187,96,Male,7/20/2023,165,2.33,65.9,Ornamental,Recovered,Partial,0,Bali,2,90684
369,10,49,32,Male,6/12/2023,203,3.94,33.6,Fighting,Under Treatment,Partial,0,Jawa Barat,7,108987
370,2,137,5,Male,10/12/2022,446,3.84,64,Dual Purpose,Minor Issues,Complete,0,Banten,8,39059
371,15,196,95,Male,4/27/2022,614,2.54,36.8,Fighting,Healthy,Partial,0,Kalimantan Selatan,7,55015
372,10,110,100,Male,6/11/2023,204,3.23,55.8,Fighting,Healthy,Partial,0,DI Yogyakarta,7,97004
373,6,9,54,Female,12/12/2022,385,3.79,69.2,Egg,Minor Issues,Complete,0,DI Yogyakarta,1,55151
374,6,87,29,Male,4/4/2022,637,2.47,55.9,Dual Purpose,Under Treatment,None,0,Sumatera Utara,5,42861
375,13,17,20,Female,4/25/2022,616,1.45,43.2,Egg,Healthy,Partial,0,DI Yogyakarta,2,63266
376,1,14,9,Female,10/15/2023,78,2.04,44.6,Ornamental,Minor Issues,Complete,0,Banten,5,96669
377,1,45,82,Male,8/1/2022,518,3.21,51.4,Dual Purpose,Minor Issues,Complete,0,Sumatera Utara,6,108335
378,7,65,81,Female,11/29/2023,33,1.25,65,Egg,Recovered,Partial,4,Jawa Barat,5,42085
379,14,30,50,Female,8/17/2022,502,3.68,30.8,Meat,Healthy,Complete,6,Lampung,8,143612
380,2,34,62,Male,6/24/2023,191,3.36,45.3,Fighting,Under Treatment,Complete,1,Banten,4,105653
381,12,60,29,Male,4/4/2022,637,0.86,61.4,Ornamental,Minor Issues,Complete,0,Sumatera Utara,4,123105
382,7,197,39,Male,12/7/2022,390,1.58,60.6,Ornamental,Healthy,None,6,Jawa Timur,8,100772
383,2,2,58,Male,8/10/2022,509,3.79,35,Meat,Under Treatment,None,0,Kalimantan Selatan,1,41098
384,9,27,45,Male,9/19/2023,104,1.7,35.8,Egg,Healthy,None,0,DI Yogyakarta,2,42235
385,12,141,6,Female,10/3/2023,90,2.32,29.2,Meat,Healthy,Complete,4,Jawa Timur,5,71312
386,3,116,86,Male,7/17/2023,168,2.97,69,Meat,Healthy,Partial,0,Jawa Barat,5,78858
387,9,172,23,Female,11/16/2023,46,3.9,44,Meat,Under Treatment,None,5,Sumatera Utara,6,112835
388,5,8,78,Male,11/23/2023,39,0.89,31.5,Meat,Recovered,Partial,0,Lampung,8,137754
389,11,88,67,Male,8/26/2022,493,1.56,43.7,Dual Purpose,Minor Issues,None,6,Lampung,8,40829
390,8,51,89,Female,9/1/2022,487,2.79,36.7,Meat,Recovered,None,0,Jawa Barat,2,111444
391,10,128,57,Female,10/11/2022,447,3.12,61.3,Dual Purpose,Recovered,Partial,2,Jawa Tengah,8,95960
392,4,32,60,Male,10/17/2022,441,3.4,57.4,Meat,Minor Issues,Complete,3,Jawa Tengah,7,93125
393,7,193,78,Male,1/1/2024,1,2.06,65.3,Dual Purpose,Minor Issues,None,7,Jawa Barat,8,114843
394,9,106,31,Female,3/14/2022,658,1.9,65.8,Fighting,Minor Issues,None,4,Kalimantan Selatan,8,84622
395,6,162,37,Female,7/18/2022,532,2.1,52.8,Fighting,Under Treatment,None,5,Jawa Timur,8,53742
396,1,156,24,Male,5/20/2022,591,4.03,29.1,Egg,Recovered,None,6,DI Yogyakarta,8,60411
397,1,40,30,Male,11/7/2023,55,4.15,49.9,Egg,Healthy,Partial,2,Banten,7,119727
398,12,65,4,Male,12/2/2022,395,4.43,29,Dual Purpose,Minor Issues,None,1,Jawa Barat,1,79491
399,13,151,4,Male,9/21/2022,467,2.14,37.4,Ornamental,Minor Issues,None,2,Bali,5,29470
400,15,81,12,Female,10/7/2022,451,2.71,37.3,Fighting,Recovered,Partial,6,Bali,7,92526
401,1,135,37,Female,11/16/2022,411,3.38,31.1,Meat,Healthy,Complete,2,DI Yogyakarta,8,61299
402,4,88,97,Female,1/21/2023,345,3.49,26.8,Egg,Healthy,Complete,0,Jawa Tengah,3,125607
403,10,119,83,Female,10/13/2023,80,4.1,58.3,Meat,Healthy,None,3,Sumatera Utara,5,45024
404,15,96,50,Female,12/8/2022,389,2.52,65.9,Ornamental,Healthy,Partial,0,Banten,1,57611
405,14,164,81,Female,11/9/2022,418,3.48,25.5,Ornamental,Recovered,Complete,0,Lampung,7,70805
406,8,55,12,Female,1/14/2023,352,2.65,56.5,Egg,Under Treatment,Partial,0,Sumatera Utara,4,131405
407,7,48,29,Female,9/2/2023,121,3.64,33.6,Dual Purpose,Minor Issues,Complete,0,Banten,2,103907
408,7,53,99,Female,6/27/2022,553,3.15,66.2,Egg,Minor Issues,Partial,0,Jawa Barat,8,27095
409,14,35,91,Female,8/17/2022,502,3.81,31.3,Dual Purpose,Recovered,Complete,5,Jawa Tengah,4,122433
410,8,85,53,Female,6/16/2022,564,2.56,55.7,Meat,Healthy,None,0,Bali,7,38001
411,7,19,68,Female,11/2/2023,60,3.32,28.5,Egg,Minor Issues,None,2,Jawa Timur,6,55136
412,4,70,57,Female,8/18/2022,501,1.52,60.8,Egg,Minor Issues,Complete,3,Lampung,4,103871
413,13,130,29,Male,5/20/2022,591,3.16,35.5,Dual Purpose,Under Treatment,None,6,Kalimantan Selatan,2,132099
414,4,94,51,Female,7/15/2023,170,2.15,58.5,Dual Purpose,Under Treatment,Partial,1,Jawa Barat,3,109333
415,6,20,32,Female,12/17/2023,15,1.81,57.1,Meat,Recovered,None,1,Jawa Timur,8,74326
416,11,133,15,Female,7/1/2022,549,1.88,35.6,Fighting,Recovered,None,0,Bali,7,65452
417,10,133,3,Female,5/24/2023,222,1.27,34.8,Ornamental,Healthy,Complete,0,Jawa Barat,5,85579
418,6,64,59,Male,3/23/2023,284,1.33,28.4,Ornamental,Healthy,None,0,Kalimantan Selatan,6,43786
419,13,29,39,Male,3/6/2023,301,2.69,51.1,Ornamental,Minor Issues,None,0,Kalimantan Selatan,7,45720
420,5,191,24,Male,11/23/2023,39,3.71,66.9,Dual Purpose,Under Treatment,None,5,Bali,6,112358
421,13,138,68,Female,12/30/2022,367,1.67,25,Fighting,Recovered,None,0,Sulawesi Selatan,5,112093
422,3,5,84,Male,4/23/2023,253,1.96,53.1,Dual Purpose,Recovered,None,0,Banten,4,26947
423,12,175,26,Female,12/21/2023,11,0.87,66.6,Fighting,Healthy,None,0,Jawa Tengah,1,136326
424,4,149,99,Male,2/24/2022,676,2.78,51,Meat,Healthy,None,0,Jawa Barat,6,70324
425,5,91,92,Female,10/9/2022,449,2.21,63.2,Fighting,Recovered,None,0,Bali,3,114809
426,3,14,97,Female,7/23/2023,162,2.88,36.2,Fighting,Minor Issues,Partial,5,Kalimantan Selatan,1,87139
427,2,78,47,Female,7/28/2022,522,3.72,44.8,Dual Purpose,Under Treatment,None,0,Lampung,1,130886
428,4,53,79,Male,6/10/2022,570,3.32,58.2,Meat,Under Treatment,Partial,4,Jawa Barat,5,56107
429,1,8,51,Male,7/13/2023,172,2.72,58.7,Egg,Minor Issues,Complete,5,Banten,3,45971
430,8,44,95,Male,11/13/2023,49,1.79,25.9,Egg,Recovered,None,2,Bali,3,89207
431,11,55,35,Male,6/4/2022,576,1.88,41.9,Dual Purpose,Healthy,None,5,Sumatera Utara,5,46216
432,5,106,26,Male,2/17/2023,318,2.41,57.8,Ornamental,Under Treatment,Partial,0,Sumatera Utara,7,34673
433,4,38,48,Female,6/16/2023,199,2.8,41.5,Meat,Minor Issues,None,0,Sumatera Utara,2,85492
434,3,63,18,Female,12/25/2023,7,3.33,62.7,Egg,Under Treatment,Partial,0,Sumatera Utara,6,119573
435,12,22,5,Male,11/1/2023,61,1.21,65.6,Dual Purpose,Under Treatment,Partial,7,Jawa Barat,2,138392
436,7,76,48,Male,9/17/2022,471,2.68,38.7,Egg,Under Treatment,None,0,Jawa Tengah,1,29674
437,12,111,85,Male,2/24/2022,676,4.13,43.1,Fighting,Healthy,Partial,0,Sumatera Utara,8,25683
438,15,19,3,Male,6/18/2023,197,1.01,42.2,Dual Purpose,Healthy,Complete,3,Bali,8,135774
439,9,31,71,Female,2/25/2022,675,3.24,56.6,Egg,Under Treatment,None,0,DI Yogyakarta,2,26711
440,13,135,1,Male,1/31/2023,335,3.26,38,Ornamental,Minor Issues,None,2,Kalimantan Selatan,5,80637
441,10,76,100,Male,7/31/2022,519,2.6,26.3,Ornamental,Healthy,Partial,2,Lampung,8,82240
442,10,199,40,Female,8/24/2023,130,1.44,48.3,Fighting,Under Treatment,None,0,Lampung,7,119286
443,10,109,48,Female,8/21/2022,498,4.21,55,Dual Purpose,Under Treatment,Partial,0,Jawa Barat,6,55447
444,14,18,72,Female,5/9/2022,602,3.46,25.1,Egg,Under Treatment,Partial,0,Kalimantan Selatan,2,140737
445,11,5,22,Male,8/31/2023,123,3.43,69.7,Ornamental,Healthy,None,1,Bali,2,94270
446,4,68,74,Male,6/14/2023,201,1.35,44.4,Egg,Healthy,Partial,0,Lampung,4,77643
447,4,152,81,Male,6/30/2022,550,1.73,63.4,Meat,Healthy,Complete,4,Jawa Timur,3,31007
448,10,7,44,Female,3/2/2022,670,1.84,35,Dual Purpose,Recovered,None,0,Jawa Barat,3,115892
449,10,48,10,Female,12/24/2023,8,1.52,39.4,Egg,Healthy,Partial,6,Jawa Barat,6,97180
450,9,191,99,Male,7/13/2022,537,1.08,38,Egg,Minor Issues,None,0,Bali,4,110680
451,7,199,43,Female,12/23/2022,374,1.95,43.9,Dual Purpose,Under Treatment,Complete,0,Lampung,3,118321
452,6,17,40,Female,8/24/2022,495,4.12,62,Dual Purpose,Recovered,None,5,Kalimantan Selatan,7,78202
453,7,34,36,Male,12/31/2023,1,3.12,27.6,Ornamental,Under Treatment,Partial,1,Kalimantan Selatan,1,139936
454,7,63,38,Male,10/2/2023,91,2.92,49.3,Fighting,Minor Issues,Partial,1,Banten,7,71028
455,5,178,63,Female,1/20/2022,711,2.52,68.1,Fighting,Under Treatment,None,0,DI Yogyakarta,2,77845
456,9,127,38,Male,8/14/2023,140,3.86,70,Egg,Healthy,None,5,Jawa Tengah,6,131138
457,1,14,2,Male,7/21/2023,164,4.48,47.4,Meat,Minor Issues,Complete,0,Jawa Tengah,6,128443
458,5,115,40,Female,5/25/2022,586,2.79,32.2,Dual Purpose,Minor Issues,Partial,0,Lampung,5,148745
459,11,136,17,Female,4/20/2022,621,1.64,66,Dual Purpose,Under Treatment,Partial,0,Bali,3,126851
460,12,66,70,Male,11/6/2023,56,3.39,69.1,Meat,Recovered,Complete,7,Sumatera Utara,4,74585
461,10,172,15,Male,12/30/2022,367,1.31,32,Fighting,Healthy,Partial,0,Lampung,8,147475
462,3,46,91,Male,5/17/2023,229,2.52,57.3,Egg,Under Treatment,Complete,0,Kalimantan Selatan,7,130382
463,11,89,26,Female,9/16/2022,472,2.41,54.4,Meat,Recovered,None,7,Bali,3,79071
464,3,94,31,Male,9/29/2023,94,2.61,26.9,Ornamental,Minor Issues,Partial,3,Sulawesi Selatan,6,140533
465,9,107,88,Male,11/16/2022,411,4.07,26.1,Fighting,Minor Issues,Complete,0,Jawa Barat,5,61675
466,7,165,69,Female,10/26/2022,432,1.82,39.3,Ornamental,Minor Issues,Complete,2,Sumatera Utara,5,72992
467,14,49,78,Female,5/24/2022,587,2.94,49.6,Fighting,Recovered,None,2,Bali,6,135279
468,4,84,67,Male,11/10/2022,417,1.2,47.5,Egg,Recovered,Partial,4,DI Yogyakarta,3,76710
469,11,81,94,Male,10/18/2023,75,1.86,62.4,Fighting,Under Treatment,Partial,0,Sulawesi Selatan,7,98970
470,5,183,95,Male,11/19/2022,408,2.95,37.6,Egg,Recovered,None,0,Banten,4,116969
471,10,44,37,Male,9/30/2022,458,4.21,38.6,Ornamental,Under Treatment,Complete,0,Bali,8,82244
472,2,36,31,Male,10/16/2023,77,3.72,55.8,Ornamental,Recovered,Complete,0,Sulawesi Selatan,8,38998
473,6,181,74,Male,12/17/2022,380,3.88,67.9,Meat,Recovered,Complete,1,Sumatera Utara,8,62416
474,14,82,48,Male,4/27/2023,249,1,64.2,Meat,Healthy,Complete,3,Sumatera Utara,1,148904
475,8,132,81,Male,9/1/2022,487,4.06,46.8,Fighting,Minor Issues,Partial,0,Lampung,5,146897
476,7,125,10,Male,10/20/2022,438,3.02,65.7,Ornamental,Recovered,Complete,6,Sulawesi Selatan,8,89594
477,9,144,10,Male,5/8/2023,238,1.89,58.4,Meat,Minor Issues,Partial,6,Kalimantan Selatan,3,106844
478,14,47,47,Female,7/28/2022,522,3.03,60.8,Ornamental,Minor Issues,None,0,Jawa Barat,7,52151
479,7,38,88,Male,7/23/2022,527,2.3,57.5,Fighting,Healthy,Complete,0,Lampung,5,102995
480,5,183,62,Male,6/5/2022,575,3.61,36.1,Dual Purpose,Under Treatment,None,2,Lampung,1,28038
481,13,103,34,Female,1/11/2022,720,2.67,42.5,Ornamental,Recovered,Complete,2,Kalimantan Selatan,2,53992
482,7,138,65,Female,5/7/2022,604,2.78,26.5,Fighting,Recovered,Complete,0,Kalimantan Selatan,6,55113
483,8,51,34,Male,12/3/2023,29,1.65,52.1,Egg,Under Treatment,None,7,Bali,6,88066
