fish_id,fish_name,weight_kg,length_cm,catch_date,province,fishing_method,freshness_score,category_id,location_id,fisher_id
324,Tilapia,13.81,80.1,10/16/2023,Jawa Timur,Gill Net,8,5,5,176
325,Sardine,29.71,199.5,10/29/2023,Jawa Timur,Trap,4,5,13,420
326,Herring,13.64,99.3,11/26/2023,Jawa Timur,Long Line,6,2,18,2
327,Trout,17.08,23.8,5/24/2023,Jawa Timur,Hand Line,6,3,15,397
328,Barramundi,20.71,180,2/9/2023,Papua,Trawling,2,5,13,1
329,Sole,33.73,33.7,12/8/2023,Papua,Gill Net,3,1,10,231
330,Sole,23.46,167.6,10/23/2023,Kalimantan Selatan,Gill Net,8,5,13,81
331,Grouper,44.42,73.2,12/8/2023,Sumatera Utara,Trap,9,2,20,455
332,Tilapia,27.52,94.8,2/16/2023,Maluku,Trawling,4,2,19,76
333,Pomfret,13.29,88,9/30/2023,Lampung,Trawling,5,2,8,456
334,Amberjack,31.11,110.9,11/28/2023,Maluku,Hand Line,2,3,8,397
335,Swordfish,26.56,120.7,6/22/2023,Sulawesi Selatan,Gill Net,2,3,14,169
336,Yellowtail,26.16,71.4,9/20/2023,Papua,Trap,5,1,1,185
337,Halibut,15.85,136.3,10/9/2023,Kalimantan Selatan,Trap,7,4,9,500
338,Yellowtail,18.2,128.9,1/15/2023,Jawa Tengah,Long Line,1,2,10,328
339,Sea Bass,19.99,43.8,6/22/2023,Maluku,Trap,3,4,8,475
340,Swordfish,,30.9,6/18/2023,Jawa Timur,Purse Seine,5,3,3,261
341,Tuna,24.53,29.8,9/11/2023,Kalimantan Selatan,Hand Line,7,5,2,31
342,Tuna,7.39,185.5,3/6/2023,Jawa Tengah,Long Line,7,3,19,251
343,Carp,25.71,169.1,6/7/2023,Maluku,Purse Seine,5,4,11,479
344,Carp,34.49,67.9,8/1/2023,Jawa Barat,Trawling,2,3,12,279
345,Sardine,18.74,92.8,1/14/2023,Jawa Barat,Long Line,10,1,14,207
346,Carp,28.62,139.2,12/24/2023,Maluku,Gill Net,8,5,6,425
347,Tilapia,18.27,50.3,5/13/2023,Maluku,Trawling,7,5,11,102
348,Catfish,27.22,107.7,1/22/2023,Papua,Purse Seine,2,3,4,461
349,King Fish,26.09,194.2,7/5/2023,Papua,Hand Line,4,4,14,112
350,King Fish,38.44,45.2,12/20/2023,Bali,Gill Net,4,1,16,80
351,Mackerel,49.48,148.6,11/21/2023,Bali,Trawling,2,1,15,229
352,Salmon,4.47,59,2/12/2023,Jawa Barat,Trawling,4,3,5,428
353,Amberjack,12.9,112.8,5/11/2023,Lampung,Trawling,3,2,17,411
354,Snapper,13.13,45.2,3/10/2023,Bali,Long Line,9,4,20,6
355,Sole,32.38,25.1,6/21/2023,Sumatera Utara,Gill Net,6,2,16,324
356,Carp,34.08,107.9,11/14/2023,Lampung,Hand Line,10,2,1,164
357,King Fish,26.7,43.4,2/17/2023,Lampung,Hand Line,1,5,4,453
358,Sole,14.75,84.4,6/16/2023,Papua,Trawling,1,1,14,383
359,Anchovy,27.59,151.6,3/17/2023,Maluku,Long Line,4,4,7,223
360,Herring,14.9,58.3,7/28/2023,Lampung,Gill Net,2,2,5,190
361,Salmon,20.49,114,5/27/2023,Sulawesi Selatan,Gill Net,8,2,9,155
362,Sole,33.93,67.8,3/26/2023,Jawa Timur,Purse Seine,7,4,4,470
363,Herring,1.79,107.8,11/19/2023,Bali,Long Line,7,4,13,328
364,Salmon,46.03,124.7,8/5/2023,Papua,Purse Seine,10,1,4,132
365,Sole,24.95,174.2,7/31/2023,Papua,Hand Line,4,5,2,112
366,Snapper,2.54,149.3,8/19/2023,Sulawesi Selatan,Trap,4,3,7,319
367,Mahi-mahi,25.93,141.2,7/23/2023,Lampung,Long Line,9,4,5,329
368,Snapper,29.24,107,5/20/2023,Jawa Timur,Hand Line,4,3,6,185
369,Flounder,40.41,53.9,11/6/2023,Sumatera Utara,Hand Line,8,1,19,381
370,Carp,27.63,32.7,11/9/2023,Jawa Tengah,Hand Line,8,1,5,268
371,Yellowtail,38.18,136.2,1/1/2023,Maluku,Trap,5,3,12,43
372,Herring,9.49,60.7,4/26/2023,Kalimantan Selatan,Trap,1,5,9,430
373,Swordfish,16.1,45.3,4/12/2023,Jawa Tengah,Hand Line,5,5,16,455
374,Amberjack,34.44,144.5,11/29/2023,Bali,Trap,10,5,9,369
375,Herring,14.17,190.2,3/19/2023,Sulawesi Selatan,Gill Net,3,3,2,380
376,Herring,1.67,74.8,9/5/2023,Maluku,Purse Seine,9,5,4,369
377,Grouper,36.24,34.1,6/10/2023,Jawa Tengah,Trap,8,2,14,54
378,Mackerel,28.96,75.8,8/2/2023,Maluku,Trawling,6,5,11,289
379,Sardine,49.77,116.9,12/8/2023,Jawa Barat,Hand Line,6,2,15,17
380,Swordfish,17.79,170.3,9/15/2023,Sulawesi Selatan,Hand Line,3,5,14,394
381,Cod,38.31,20.1,6/7/2023,Bali,Trawling,5,4,11,263
382,Cod,25.64,124.9,10/23/2023,Jawa Barat,Gill Net,9,4,14,371
383,Snapper,24.48,101.7,9/3/2023,Papua,Long Line,1,2,18,39
384,Herring,20.64,145.9,5/27/2023,Jawa Tengah,Purse Seine,8,4,15,289
385,Barramundi,22.67,35.7,11/28/2023,Lampung,Hand Line,3,2,7,461
386,Halibut,1.63,197,5/23/2023,Jawa Tengah,Trap,5,5,8,353
387,Sea Bass,3.95,37.1,11/11/2023,Maluku,Gill Net,5,3,19,173
388,Grouper,30.29,57.7,11/4/2023,Kalimantan Selatan,Long Line,6,5,11,463
389,Salmon,3.81,66.1,2/8/2023,Bali,Gill Net,100,1,14,59
390,Catfish,42.54,91.2,8/6/2023,Sumatera Utara,Trap,7,5,2,428
391,Anchovy,18.72,34.8,8/9/2023,Jawa Tengah,Hand Line,6,4,10,422
392,Anchovy,18.63,74.4,1/26/2023,Sulawesi Selatan,Purse Seine,3,3,5,219
393,Salmon,6.81,154.2,6/11/2023,Jawa Tengah,Purse Seine,7,2,7,335
394,Salmon,19.34,83.7,4/24/2023,Sumatera Utara,Trap,5,4,6,7
395,Barramundi,42.81,38,10/30/2023,Jawa Barat,Trawling,7,4,14,304
396,Pomfret,28.93,97,7/28/2023,Sulawesi Selatan,Hand Line,8,5,3,333
397,Tuna,40.2,148.5,3/20/2023,Sumatera Utara,Trawling,1,3,13,119
398,Snapper,18.03,190.9,12/6/2023,Jawa Tengah,Hand Line,4,2,11,299
399,Mahi-mahi,18.62,80.7,4/10/2023,Jawa Timur,Trawling,9,3,12,250
400,Barramundi,7.27,91.6,6/13/2023,Jawa Timur,Trap,1,5,14,194
401,Sardine,40.95,38.4,3/9/2023,Jawa Barat,Hand Line,7,4,14,418
402,Barramundi,8.1,150.3,5/19/2023,Maluku,Hand Line,5,1,18,291
403,Anchovy,31.08,171.8,8/19/2023,Sulawesi Selatan,Long Line,8,1,20,213
404,Sardine,11.7,152.8,7/28/2023,Papua,Trawling,9,2,6,390
405,King Fish,42.58,119.6,6/30/2023,Sumatera Utara,Long Line,5,5,19,230
406,Salmon,7.09,140.2,8/9/2023,Sumatera Utara,Purse Seine,8,2,5,446
407,Mackerel,44.99,68.8,10/5/2023,Lampung,Purse Seine,10,3,11,151
408,Grouper,28.67,141,6/29/2023,Papua,Long Line,7,4,13,259
409,Anchovy,31.4,69.8,10/18/2023,Lampung,Gill Net,6,4,14,341
410,Sea Bass,16.96,143.2,2/24/2023,Sumatera Utara,Trawling,10,4,4,109
411,Grouper,40.23,132.9,5/3/2023,Papua,Gill Net,4,3,2,19
412,Sole,16.35,66,7/22/2023,Bali,Gill Net,2,4,10,469
413,King Fish,2.72,142.4,7/23/2023,Lampung,Purse Seine,1,2,12,20
414,Barramundi,18.08,196.8,10/2/2023,Lampung,Trap,7,1,19,130
415,Mackerel,3.2,199.5,2/11/2023,Sulawesi Selatan,Long Line,9,2,5,364
416,Grouper,26.99,143.5,12/23/2023,Papua,Trawling,2,5,5,218
417,Amberjack,12.22,51.8,8/11/2023,Bali,Hand Line,4,4,11,447
418,Catfish,29.65,168.2,5/12/2023,Bali,Long Line,4,4,15,454
419,Tilapia,4.86,180.6,12/25/2023,Jawa Timur,Trawling,1,1,4,482
420,Amberjack,17.09,176.4,11/27/2023,Papua,Gill Net,9,5,10,465
421,Herring,23.18,123.4,7/30/2023,Jawa Tengah,Hand Line,7,5,1,197
422,Catfish,44.12,112.5,11/26/2023,Papua,Long Line,2,5,3,475
423,Halibut,38.2,187.4,4/28/2023,Jawa Tengah,Hand Line,4,2,11,266
424,Sole,47.11,168.7,5/15/2023,Kalimantan Selatan,Long Line,1,4,19,324
425,Carp,27.12,147.5,12/6/2023,Bali,Long Line,5,3,19,241
426,Sole,15.19,108.6,5/6/2023,Bali,Long Line,9,2,17,179
427,Tuna,4.74,164.3,6/17/2023,Jawa Tengah,Gill Net,8,3,3,136
428,Sardine,26.73,28.8,8/31/2023,Papua,Trap,3,2,18,432
429,Swordfish,3,92.8,2/17/2023,Maluku,Purse Seine,4,3,19,224
430,Sardine,46.69,28.1,7/1/2023,Bali,Long Line,4,5,17,140
431,Tilapia,8.21,41.2,2/25/2023,Jawa Barat,Gill Net,1,4,18,323
432,Mahi-mahi,10.57,18.5,7/26/2023,Kalimantan Selatan,Trawling,1,3,2,10
433,Sea Bass,6.88,169.3,8/14/2023,Jawa Barat,Trap,8,4,17,389
434,Sea Bass,28.18,99,4/10/2023,Bali,Gill Net,7,4,16,354
435,Salmon,15.68,97.8,9/16/2023,Jawa Barat,Hand Line,9,2,14,381
436,Catfish,49.65,199.3,3/10/2023,Jawa Barat,Trap,10,4,8,10
437,Swordfish,48.41,86.3,8/23/2023,Sulawesi Selatan,Gill Net,9,1,7,125
438,Halibut,18.15,97,4/27/2023,Kalimantan Selatan,Purse Seine,3,4,9,480
439,Anchovy,14.06,167.2,4/3/2023,Jawa Barat,Trawling,4,2,2,309
440,Mahi-mahi,15.75,101,11/10/2023,Sumatera Utara,Trawling,1,2,17,264
441,Salmon,11.11,167.2,6/17/2023,Sulawesi Selatan,Hand Line,2,4,10,81
442,Halibut,21.69,101.6,4/7/2023,Lampung,Trawling,2,2,12,401
443,Trout,41.43,58.2,7/18/2023,Bali,Trawling,7,1,9,37
444,Sea Bass,3.17,24,3/16/2023,Sulawesi Selatan,Trawling,4,3,1,174
445,Pomfret,34.21,37.7,10/28/2023,Jawa Timur,Purse Seine,7,1,17,35
446,Sole,8.15,42.4,4/24/2023,Jawa Barat,Trawling,7,4,15,128
447,Trout,33.09,38.7,7/7/2023,Bali,Trawling,6,3,11,75
448,Catfish,15.45,180.2,6/20/2023,Papua,Gill Net,1,3,16,97
449,Herring,48.78,180,8/25/2023,Lampung,Trawling,4,4,10,268
450,Sardine,6.47,116,1/7/2023,Bali,Trawling,6,5,1,79
451,Barramundi,29.71,144,4/1/2023,Bali,Gill Net,7,1,7,164
452,King Fish,25.35,44.4,6/21/2023,Maluku,Trawling,9,5,18,175
453,Cod,30.02,48.8,4/28/2023,Bali,Trap,8,4,4,444
454,Pomfret,13.3,138.6,6/19/2023,Jawa Timur,Purse Seine,8,2,3,500
455,Salmon,38.39,33.8,11/14/2023,Sumatera Utara,Purse Seine,9,3,17,464
456,Pomfret,15.3,46.8,3/28/2023,Maluku,Trawling,9,3,6,312
457,Mackerel,47.88,188,5/12/2023,Papua,Purse Seine,6,1,10,411
458,Salmon,36.18,152.6,9/21/2023,Sulawesi Selatan,Gill Net,4,4,1,22
459,Catfish,7.57,58.6,12/7/2023,Kalimantan Selatan,Purse Seine,4,2,4,12
460,Salmon,49.01,47.2,7/5/2023,Kalimantan Selatan,Trap,9,1,16,382
461,Amberjack,15.69,178.1,5/29/2023,Maluku,Long Line,4,2,7,373
462,Barramundi,19.55,178.4,10/29/2023,Sumatera Utara,Purse Seine,3,2,9,316
463,Carp,11.54,102.6,4/3/2023,Papua,Trap,6,5,13,301
464,Yellowtail,34.54,82.2,11/18/2023,Jawa Tengah,Gill Net,3,5,10,383
465,Grouper,36.27,86.8,3/19/2023,Sulawesi Selatan,Hand Line,2,5,5,64
466,Mackerel,0.55,172.6,2/22/2023,Sumatera Utara,Hand Line,8,1,17,275
467,Grouper,2.48,102.4,3/27/2023,Jawa Barat,Hand Line,2,4,8,44
468,Snapper,18.94,176.7,1/11/2023,Papua,Purse Seine,9,1,2,261
469,Sea Bass,41.19,60.8,8/4/2023,Lampung,Purse Seine,1,1,15,272
470,Grouper,23.67,68.7,3/21/2023,Jawa Timur,Trawling,2,2,1,77
471,Herring,5.51,24.9,8/19/2023,Sulawesi Selatan,Purse Seine,3,5,4,101
472,Tuna,41.94,110,12/31/2023,Kalimantan Selatan,Purse Seine,8,2,9,233
473,Barramundi,28.92,44.6,2/24/2023,Lampung,Trap,8,4,4,88
474,King Fish,29.59,30,8/20/2023,Papua,Long Line,7,2,8,239
475,Halibut,32.25,27.2,3/11/2023,Sulawesi Selatan,Purse Seine,3,3,20,363
476,Sardine,31.09,59,5/23/2023,Maluku,Long Line,9,3,19,240
477,Catfish,2.69,115.8,7/27/2023,Jawa Tengah,Purse Seine,9,4,18,161
478,Salmon,38.43,98.4,1/25/2023,Kalimantan Selatan,Hand Line,4,1,19,212
479,Grouper,35.58,59.5,8/30/2023,Papua,Gill Net,2,4,13,2
480,Flounder,28.94,18.4,10/12/2023,Papua,Purse Seine,10,3,3,38
481,Tilapia,26.8,156.5,12/30/2023,Jawa Tengah,Gill Net,1,2,9,258
482,Cod,29.08,63.2,2/7/2023,Sulawesi Selatan,Purse Seine,8,1,9,12
483,Sole,42.2,118.6,6/5/2023,Jawa Tengah,Long Line,8,5,2,148
484,Sole,37.86,65.5,2/20/2023,Jawa Barat,Purse Seine,3,5,13,37
485,Flounder,31.08,52.4,10/24/2023,Kalimantan Selatan,Purse Seine,2,3,9,244
486,Barramundi,21.74,123.8,7/22/2023,Sumatera Utara,Purse Seine,8,5,6,389
487,Carp,25.51,159.3,11/28/2023,Jawa Barat,Hand Line,1,4,13,357
488,Sole,18.91,171,6/5/2023,Sulawesi Selatan,Hand Line,2,4,7,304
489,Barramundi,17.85,140.3,4/18/2023,Jawa Timur,Trap,9,3,12,53
490,Grouper,35.04,30.9,2/16/2023,Sulawesi Selatan,Long Line,10,5,16,96
491,Flounder,10.12,96.5,8/19/2023,Sumatera Utara,Trap,5,2,6,277
492,Mackerel,17.65,109.2,11/29/2023,Papua,Trap,9,4,17,440
493,Barramundi,42.85,124.3,4/8/2023,Bali,Trap,4,3,19,67
494,Tilapia,49.52,103.7,4/23/2023,Bali,Long Line,5,2,7,336
495,Anchovy,22.1,155,1/1/2023,Bali,Trap,9,4,13,442
496,Salmon,38.48,68.3,6/22/2023,Sulawesi Selatan,Purse Seine,9,4,9,28
497,Mahi-mahi,46.02,27.9,9/19/2023,Jawa Barat,Trap,3,1,19,123
498,Catfish,14.11,180.4,9/17/2023,Kalimantan Selatan,Trap,10,3,13,499
499,Salmon,39.6,78.9,1/1/2024,Kalimantan Selatan,Purse Seine,8,2,15,474
500,Flounder,16.8,82.7,3/2/2023,Jawa Tengah,Gill Net,5,2,1,418
501,Flounder,41.15,184.3,4/22/2023,Jawa Timur,Long Line,5,1,20,426
502,Swordfish,1.6,161.3,12/15/2023,Sulawesi Selatan,Hand Line,2,3,20,38
503,Cod,16.33,53.8,5/31/2023,Sumatera Utara,Long Line,5,1,12,411
504,Mackerel,37.88,184.1,5/28/2023,Bali,Long Line,10,3,12,225
505,Barramundi,32.52,55.1,1/29/2023,Jawa Timur,Trawling,4,3,7,239
506,Herring,17.36,179.9,7/25/2023,Sumatera Utara,Long Line,9,4,5,99
507,Cod,32.02,144.8,9/19/2023,Kalimantan Selatan,Long Line,5,2,1,242
508,Salmon,21.09,28.3,8/27/2023,Jawa Barat,Purse Seine,8,2,3,371
509,Mahi-mahi,20.76,96.5,6/8/2023,Maluku,Trap,3,1,17,91
510,King Fish,17.41,146.7,4/26/2023,Maluku,Trap,8,5,10,203
511,Mackerel,42.07,123.4,12/23/2023,Jawa Tengah,Trawling,4,1,15,323
512,Halibut,48.02,130.7,1/23/2023,Jawa Timur,Long Line,2,2,8,358
513,Sea Bass,6.13,18.5,6/13/2023,Jawa Barat,Hand Line,7,1,9,181
514,Catfish,40.76,114.3,12/19/2023,Lampung,Trap,2,2,17,386
515,Barramundi,29.42,126.5,2/25/2023,Papua,Gill Net,9,1,5,132
516,Catfish,12.1,64.1,10/1/2023,Sulawesi Selatan,Hand Line,1,2,2,191
517,Yellowtail,37.28,158.3,5/4/2023,Sumatera Utara,Hand Line,10,4,12,2
518,Flounder,27.28,26.5,10/15/2023,Sulawesi Selatan,Gill Net,10,3,18,185
519,Swordfish,27.94,88.9,9/22/2023,Jawa Timur,Trawling,8,5,1,253
520,Mahi-mahi,24.24,89.6,11/27/2023,Lampung,Trap,7,4,14,322
521,Cod,31.98,25.1,2/15/2023,Jawa Barat,Long Line,9,2,18,379
522,Grouper,3.97,80.2,5/10/2023,Sumatera Utara,Long Line,10,2,18,345
523,Trout,16.27,76.1,8/13/2023,Jawa Barat,Trap,2,3,5,348
524,Sea Bass,,153.7,11/26/2023,Sumatera Utara,Gill Net,10,2,8,332
525,Salmon,4.77,76.7,6/23/2023,Sumatera Utara,Trap,10,4,11,251
526,Amberjack,41.36,111.2,10/4/2023,Sulawesi Selatan,Gill Net,8,2,1,246
527,Carp,15.7,107.1,1/9/2023,Lampung,Long Line,3,1,11,213
528,Tilapia,6.91,36.2,7/3/2023,Sulawesi Selatan,Trap,6,4,17,398
529,Swordfish,26.1,162.4,7/18/2023,Jawa Barat,Purse Seine,6,3,1,323
530,Snapper,28.9,15.7,2/5/2023,Lampung,Hand Line,6,2,19,308
531,Sole,4.52,69,4/6/2023,Kalimantan Selatan,Trap,9,4,18,79
532,Barramundi,3.16,33.3,4/16/2023,Kalimantan Selatan,Gill Net,4,1,9,446
533,Sole,46.32,143.7,12/6/2023,Jawa Timur,Trap,9,1,2,462
534,Sole,24.66,97.3,9/18/2023,Bali,Trap,5,2,14,374
535,Tuna,39.27,54.3,6/26/2023,Sulawesi Selatan,Long Line,2,5,8,377
536,King Fish,12.87,93.1,9/3/2023,Bali,Gill Net,7,2,20,187
537,Sardine,44.27,94.9,8/6/2023,Lampung,Purse Seine,4,3,4,177
538,Tuna,35.23,170.4,12/23/2023,Sulawesi Selatan,Trap,7,1,7,343
539,Amberjack,10.49,138.5,9/5/2023,Jawa Timur,Trap,6,3,12,402
540,Flounder,33.82,171.1,12/16/2023,Lampung,Gill Net,1,4,15,242
541,Trout,33.86,181.4,12/15/2023,Jawa Tengah,Purse Seine,4,4,10,253
542,Halibut,8.94,180.2,12/10/2023,Lampung,Purse Seine,9,3,19,341
543,Pomfret,11.95,61.4,4/8/2023,Papua,Purse Seine,1,4,5,238
544,Halibut,20.29,48.7,3/16/2023,Kalimantan Selatan,Purse Seine,3,3,13,356
545,Carp,,122.7,3/11/2023,Bali,Hand Line,10,3,5,405
546,Trout,48.5,104.8,12/4/2023,Sumatera Utara,Hand Line,1,1,3,75
547,Halibut,6.94,86.2,1/31/2023,Kalimantan Selatan,Hand Line,3,4,6,1
548,Pomfret,46.53,150.5,9/9/2023,Kalimantan Selatan,Trawling,1,2,2,333
549,Sardine,5.26,127.2,6/6/2023,Maluku,Trawling,7,1,14,390
550,Yellowtail,37.54,186.9,10/24/2023,Papua,Gill Net,2,4,12,72
551,King Fish,46.85,196.2,4/11/2023,Papua,Long Line,7,1,15,106
552,Anchovy,1.72,91.6,6/18/2023,Jawa Tengah,Hand Line,7,3,15,229
553,Trout,3.61,114.7,2/3/2023,Jawa Tengah,Hand Line,10,5,3,372
554,Salmon,28.04,109.2,1/10/2023,Lampung,Trap,10,5,13,443
555,Mahi-mahi,1.39,187.6,12/18/2023,Bali,Gill Net,2,2,10,20
556,Mackerel,2.16,167.3,4/17/2023,Jawa Barat,Trawling,10,5,18,303
557,King Fish,4.5,163.1,2/4/2023,Jawa Tengah,Trap,6,4,11,264
558,King Fish,46.94,70.1,2/22/2023,Jawa Timur,Long Line,4,5,11,92
559,King Fish,20.17,15.4,1/20/2023,Lampung,Trap,6,4,2,242
560,Mackerel,7.7,195.2,3/26/2023,Jawa Tengah,Hand Line,2,3,1,162
561,Sea Bass,45.99,103.7,9/2/2023,Maluku,Gill Net,1,1,15,96
562,Cod,29.68,104.8,3/8/2023,Kalimantan Selatan,Trap,5,4,9,472
563,Mahi-mahi,36.13,136.2,2/15/2023,Lampung,Gill Net,3,3,4,210
564,Grouper,42.9,189.2,3/14/2023,Papua,Gill Net,10,3,4,129
565,Pomfret,31.06,15.9,1/18/2023,Bali,Purse Seine,2,1,7,275
566,Yellowtail,11.78,54.2,3/28/2023,Jawa Tengah,Gill Net,7,4,15,439
567,Amberjack,26.76,37.3,3/5/2023,Maluku,Trawling,2,4,18,11
568,King Fish,46.71,64.8,6/27/2023,Maluku,Long Line,9,5,3,70
569,Flounder,15.9,107.7,12/23/2023,Sulawesi Selatan,Long Line,2,1,9,117
570,Mahi-mahi,49.55,62.5,12/23/2023,Maluku,Trap,7,4,18,126
571,Cod,6.75,134.5,2/13/2023,Papua,Trap,7,5,18,224
572,Halibut,43.67,197.5,7/2/2023,Jawa Timur,Trawling,5,1,8,439
573,Flounder,1.32,197.6,9/26/2023,Jawa Tengah,Hand Line,2,2,14,268
574,Snapper,27.5,70.4,11/23/2023,Jawa Timur,Long Line,2,5,11,427
575,Mahi-mahi,20.17,155.6,11/5/2023,Sulawesi Selatan,Purse Seine,9,3,6,80
576,Amberjack,0.96,102,11/26/2023,Bali,Trawling,2,5,13,489
577,Swordfish,27.73,185.8,10/10/2023,Jawa Barat,Trawling,7,3,19,444
578,Trout,13.28,103.2,8/28/2023,Jawa Barat,Long Line,3,2,8,19
579,Sole,10.76,35.2,12/28/2023,Bali,Purse Seine,1,5,18,49
580,Amberjack,32.91,29.5,12/3/2023,Jawa Tengah,Hand Line,9,4,8,155
581,Amberjack,23.41,21.5,7/31/2023,Sulawesi Selatan,Gill Net,10,2,9,412
582,Amberjack,0.62,24.5,10/19/2023,Bali,Long Line,1,5,13,173
583,Cod,20.09,61,6/1/2023,Jawa Tengah,Purse Seine,9,2,2,366
584,Mackerel,45.49,117.6,5/10/2023,Maluku,Trap,6,1,16,250
585,Catfish,20.87,25.9,6/8/2023,Papua,Trap,10,4,19,493
586,Mackerel,49.09,196.7,10/8/2023,Sulawesi Selatan,Gill Net,6,3,1,92
587,Anchovy,47.71,180.5,5/30/2023,Jawa Barat,Long Line,10,5,3,12
588,Sardine,39.37,188,3/25/2023,Sulawesi Selatan,Hand Line,3,1,2,125
589,Tilapia,23.72,17.8,8/28/2023,Sumatera Utara,Gill Net,7,2,7,123
590,Sole,27.84,105.5,10/8/2023,Jawa Barat,Trawling,6,5,5,33
591,Sardine,40.28,121.7,9/7/2023,Sulawesi Selatan,Hand Line,3,1,5,462
592,Yellowtail,1.49,110.7,1/14/2023,Kalimantan Selatan,Trap,8,3,7,397
593,Amberjack,4.84,118.3,9/5/2023,Sumatera Utara,Long Line,6,2,2,422
594,Catfish,29.87,52.9,11/10/2023,Maluku,Trawling,8,3,8,240
595,Herring,19.74,27.8,5/21/2023,Jawa Tengah,Hand Line,8,3,17,195
596,Sea Bass,27.28,18.2,3/22/2023,Jawa Tengah,Long Line,2,2,4,120
597,Barramundi,36.55,161.8,6/1/2023,Jawa Timur,Trawling,3,3,19,495
598,Yellowtail,33.05,73.9,7/19/2023,Sumatera Utara,Trawling,7,1,16,335
599,Cod,9.36,31.7,2/19/2023,Jawa Tengah,Trap,8,4,14,226
600,Anchovy,41.83,168.4,4/10/2023,Maluku,Trawling,5,3,4,67
601,Yellowtail,9.97,159.5,1/12/2023,Kalimantan Selatan,Hand Line,6,2,3,376
602,Catfish,16.6,113.1,6/29/2023,Sumatera Utara,Long Line,1,5,20,407
603,Yellowtail,19.43,192.4,8/5/2023,Sumatera Utara,Gill Net,10,4,6,247
604,Barramundi,4.87,101.5,3/31/2023,Jawa Timur,Purse Seine,4,2,16,13
605,Carp,23.06,62.2,8/11/2023,Lampung,Trap,3,4,19,182
606,Sardine,48.01,167.5,6/30/2023,Sulawesi Selatan,Trap,6,5,3,124
607,Anchovy,33.11,198.6,5/11/2023,Papua,Gill Net,7,2,18,337
608,Sea Bass,20.15,159.2,7/8/2023,Jawa Barat,Trap,6,4,8,108
609,Catfish,1.84,36.2,11/28/2023,Sumatera Utara,Hand Line,4,4,15,250
610,Catfish,14.44,57.3,2/15/2023,Sumatera Utara,Hand Line,10,3,18,311
611,Amberjack,17.48,136.8,8/26/2023,Sulawesi Selatan,Trap,9,1,4,9
612,Barramundi,21.15,46.6,1/17/2023,Bali,Long Line,6,1,15,20
613,Sea Bass,35.65,108.6,6/28/2023,Kalimantan Selatan,Long Line,5,5,7,37
614,Sardine,49.62,24.2,5/13/2023,Jawa Tengah,Trap,2,3,11,351
615,Anchovy,31.43,111.2,12/22/2023,Sulawesi Selatan,Hand Line,10,2,20,389
616,Anchovy,6.05,199.3,12/29/2023,Lampung,Long Line,9,5,3,486
617,Pomfret,46.35,160.7,6/7/2023,Kalimantan Selatan,Purse Seine,6,5,7,348
618,Cod,6.96,145.5,12/23/2023,Sulawesi Selatan,Gill Net,9,4,16,395
619,Sardine,46.04,43,9/17/2023,Jawa Timur,Hand Line,4,3,6,348
620,Sardine,12.09,144.5,12/18/2023,Bali,Long Line,6,1,18,225
621,Flounder,29.33,139.3,3/27/2023,Bali,Trawling,8,2,2,82
622,Sardine,26.44,153.5,1/2/2023,Kalimantan Selatan,Trawling,9,5,17,130
623,Grouper,14.65,136.6,8/25/2023,Bali,Trawling,9,2,4,327
624,Snapper,6.22,72.4,3/22/2023,Kalimantan Selatan,Hand Line,9,1,16,112
625,Snapper,35.92,200,8/14/2023,Bali,Gill Net,9,4,4,284
626,Mackerel,43.86,184.7,11/5/2023,Lampung,Trap,7,4,20,314
627,Trout,1.44,141,3/30/2023,Maluku,Gill Net,4,2,17,117
628,Carp,35.88,75,1/28/2023,Lampung,Purse Seine,6,1,6,199
629,Swordfish,17.21,191.4,5/28/2023,Papua,Hand Line,4,2,12,21
630,Halibut,8.97,22.2,5/1/2023,Papua,Gill Net,3,3,12,161
631,Cod,15.31,142,10/29/2023,Jawa Barat,Purse Seine,9,3,2,398
632,Carp,38.14,92.8,5/16/2023,Jawa Tengah,Purse Seine,10,2,16,227
633,Catfish,42.07,140.7,11/27/2023,Jawa Barat,Purse Seine,5,2,15,48
634,Yellowtail,16.46,110.9,3/18/2023,Bali,Trap,1,1,14,414
635,Pomfret,26.93,16.4,4/29/2023,Lampung,Gill Net,2,4,18,324
636,Snapper,18.77,134.9,3/4/2023,Sulawesi Selatan,Gill Net,10,4,8,142
637,Mackerel,42.18,152.5,2/8/2023,Bali,Hand Line,3,4,18,229
638,Mackerel,39.44,151.4,8/18/2023,Bali,Trawling,1,5,18,339
639,Cod,42.97,91.2,3/8/2023,Papua,Long Line,10,5,14,242
640,Flounder,30.68,43.9,1/4/2023,Lampung,Trap,8,1,19,234
641,Mahi-mahi,40.14,176.8,4/5/2023,Jawa Timur,Trap,1,1,1,295
642,Pomfret,23.63,161.8,10/27/2023,Jawa Timur,Gill Net,3,5,14,473
643,Cod,20.83,157.5,4/3/2023,Bali,Hand Line,8,1,15,480
644,Pomfret,13.51,41.6,1/21/2023,Jawa Tengah,Purse Seine,8,2,7,2
645,Trout,41.03,66.7,6/13/2023,Jawa Timur,Trawling,9,1,18,410
646,Yellowtail,23.92,191,4/6/2023,Sumatera Utara,Trap,10,2,11,170
647,Sea Bass,15.2,161.4,5/12/2023,Lampung,Gill Net,7,4,9,395
