market_name,fish_type,date,price_per_kg,supply_kg,demand_level
Muara Baru,Swordfish,2023-05-14,160234,107,High
Muara Baru,Swordfish,2023-05-21,240420,1686,Low
Muara Baru,Swordfish,2023-05-28,98111,1491,Medium
Muara Baru,Swordfish,2023-06-04,107491,253,Low
Muara Baru,Swordfish,2023-06-11,205208,465,Medium
Muara Baru,Swordfish,2023-06-18,105340,1870,High
Muara Baru,Swordfish,2023-06-25,72477,360,High
Muara Baru,Swordfish,2023-07-02,154616,816,Low
Muara Baru,Swordfish,2023-07-09,211456,1523,Low
Muara Baru,Swordfish,2023-07-16,230471,947,Medium
Muara Baru,Swordfish,2023-07-23,150353,1292,Low
Muara Baru,Swordfish,2023-07-30,245455,1382,High
Muara Baru,Swordfish,2023-08-06,129694,1463,Medium
Muara Baru,Swordfish,2023-08-13,160940,1563,Medium
Muara Baru,Swordfish,2023-08-20,55212,657,High
Muara Baru,Swordfish,2023-08-27,91373,448,Low
Muara Baru,Swordfish,2023-09-03,46583,1328,Low
Muara Baru,Swordfish,2023-09-10,240670,1705,Medium
Muara Baru,Swordfish,2023-09-17,212907,1861,High
Muara Baru,Swordfish,2023-09-24,103227,312,Low
Muara Baru,Swordfish,2023-10-01,74704,244,High
Muara Baru,Swordfish,2023-10-08,155644,802,Medium
Muara Baru,Swordfish,2023-10-15,230013,178,Medium
Muara Baru,Swordfish,2023-10-22,64432,1311,High
Muara Baru,Swordfish,2023-10-29,85867,1097,Medium
Muara Baru,Swordfish,2023-11-05,84029,1282,Low
Muara Baru,Swordfish,2023-11-12,85396,903,Low
Muara Baru,Swordfish,2023-11-19,152513,1099,Medium
Muara Baru,Swordfish,2023-11-26,187316,1589,Low
Muara Baru,Swordfish,2023-12-03,228867,384,Low
Muara Baru,Swordfish,2023-12-10,116415,805,Medium
Muara Baru,Swordfish,2023-12-17,113397,785,High
Muara Baru,Swordfish,2023-12-24,106850,765,Medium
Muara Baru,Swordfish,2023-12-31,121375,1980,Medium
Muara Baru,Halibut,2023-01-01,32117,680,High
Muara Baru,Halibut,2023-01-08,117659,738,Medium
Muara Baru,Halibut,2023-01-15,254287,128,High
Muara Baru,Halibut,2023-01-22,136511,1990,Medium
Muara Baru,Halibut,2023-01-29,61783,934,High
Muara Baru,Halibut,2023-02-05,136571,1427,Low
Muara Baru,Halibut,2023-02-12,145346,634,High
Muara Baru,Halibut,2023-02-19,176902,680,High
Muara Baru,Halibut,2023-02-26,189862,1816,High
Muara Baru,Halibut,2023-03-05,72732,614,High
Muara Baru,Halibut,2023-03-12,202914,1676,Medium
Muara Baru,Halibut,2023-03-19,158900,106,Low
Muara Baru,Halibut,2023-03-26,36319,1460,High
Muara Baru,Halibut,2023-04-02,138070,737,Medium
Muara Baru,Halibut,2023-04-09,33214,1357,Medium
Muara Baru,Halibut,2023-04-16,221739,643,High
Muara Baru,Halibut,2023-04-23,113562,592,Medium
Muara Baru,Halibut,2023-04-30,92693,327,Medium
Muara Baru,Halibut,2023-05-07,177492,1318,High
Muara Baru,Halibut,2023-05-14,145213,922,Medium
Muara Baru,Halibut,2023-05-21,122057,1692,High
Muara Baru,Halibut,2023-05-28,81911,1478,Medium
Muara Baru,Halibut,2023-06-04,80510,432,Medium
Muara Baru,Halibut,2023-06-11,173885,411,Medium
Muara Baru,Halibut,2023-06-18,168407,248,Medium
Muara Baru,Halibut,2023-06-25,75442,752,Low
Muara Baru,Halibut,2023-07-02,188494,1444,High
Muara Baru,Halibut,2023-07-09,164653,1003,Low
Muara Baru,Halibut,2023-07-16,179148,282,Low
Muara Baru,Halibut,2023-07-23,51992,1290,Low
Muara Baru,Halibut,2023-07-30,235365,146,Medium
Muara Baru,Halibut,2023-08-06,229162,1345,Medium
Muara Baru,Halibut,2023-08-13,79287,105,High
Muara Baru,Halibut,2023-08-20,127806,1768,High
Muara Baru,Halibut,2023-08-27,108613,748,Medium
Muara Baru,Halibut,2023-09-03,168504,924,Medium
Muara Baru,Halibut,2023-09-10,43377,1880,High
Muara Baru,Halibut,2023-09-17,220234,804,Low
Muara Baru,Halibut,2023-09-24,135065,1942,High
Muara Baru,Halibut,2023-10-01,187921,896,Low
Muara Baru,Halibut,2023-10-08,241884,502,Medium
Muara Baru,Halibut,2023-10-15,38667,648,High
Muara Baru,Halibut,2023-10-22,48267,448,High
Muara Baru,Halibut,2023-10-29,135047,472,Low
Muara Baru,Halibut,2023-11-05,46411,1752,Medium
Muara Baru,Halibut,2023-11-12,214315,1923,Low
Muara Baru,Halibut,2023-11-19,154830,841,High
Muara Baru,Halibut,2023-11-26,116681,765,Medium
Muara Baru,Halibut,2023-12-03,130967,1442,Medium
Muara Baru,Halibut,2023-12-10,184164,1415,High
Muara Baru,Halibut,2023-12-17,69031,1604,Medium
Muara Baru,Halibut,2023-12-24,198281,644,High
Muara Baru,Halibut,2023-12-31,208918,433,Medium
Muara Baru,Sea Bass,2023-01-01,144217,398,Medium
Muara Baru,Sea Bass,2023-01-08,218318,563,Medium
Muara Baru,Sea Bass,2023-01-15,198620,405,High
Muara Baru,Sea Bass,2023-01-22,58599,594,Low
Muara Baru,Sea Bass,2023-01-29,227400,1916,Low
Muara Baru,Sea Bass,2023-02-05,90467,1499,High
Muara Baru,Sea Bass,2023-02-12,53521,1846,Low
Muara Baru,Sea Bass,2023-02-19,170667,197,High
Muara Baru,Sea Bass,2023-02-26,210606,1837,Low
Muara Baru,Sea Bass,2023-03-05,67708,1173,Low
Muara Baru,Sea Bass,2023-03-12,37327,1784,Medium
Muara Baru,Sea Bass,2023-03-19,77210,1196,Low
Muara Baru,Sea Bass,2023-03-26,151658,1585,High
Muara Baru,Sea Bass,2023-04-02,35250,820,Low
Muara Baru,Sea Bass,2023-04-09,126204,612,High
Muara Baru,Sea Bass,2023-04-16,133672,809,Low
Muara Baru,Sea Bass,2023-04-23,172930,391,Medium
Muara Baru,Sea Bass,2023-04-30,200463,523,Low
Muara Baru,Sea Bass,2023-05-07,155467,169,Medium
Muara Baru,Sea Bass,2023-05-14,47357,227,High
Muara Baru,Sea Bass,2023-05-21,142797,241,High
Muara Baru,Sea Bass,2023-05-28,78897,1479,Low
Muara Baru,Sea Bass,2023-06-04,97899,182,Medium
Muara Baru,Sea Bass,2023-06-11,75499,396,High
Muara Baru,Sea Bass,2023-06-18,173059,1928,Low
Muara Baru,Sea Bass,2023-06-25,168637,607,High
Muara Baru,Sea Bass,2023-07-02,88637,1931,Low
Muara Baru,Sea Bass,2023-07-09,207216,1166,Medium
Muara Baru,Sea Bass,2023-07-16,83219,401,Low
Muara Baru,Sea Bass,2023-07-23,98959,949,High
Muara Baru,Sea Bass,2023-07-30,166008,894,Low
Muara Baru,Sea Bass,2023-08-06,231710,703,High
Muara Baru,Sea Bass,2023-08-13,188405,501,Medium
Muara Baru,Sea Bass,2023-08-20,239036,441,Medium
Muara Baru,Sea Bass,2023-08-27,57389,774,Low
Muara Baru,Sea Bass,2023-09-03,223872,1232,Medium
Muara Baru,Sea Bass,2023-09-10,86469,1089,High
Muara Baru,Sea Bass,2023-09-17,192630,1052,Low
Muara Baru,Sea Bass,2023-09-24,140144,278,High
Muara Baru,Sea Bass,2023-10-01,119227,1081,Low
Muara Baru,Sea Bass,2023-10-08,65411,452,Medium
Muara Baru,Sea Bass,2023-10-15,72059,280,Low
Muara Baru,Sea Bass,2023-10-22,88045,1753,Low
Muara Baru,Sea Bass,2023-10-29,217343,913,High
Muara Baru,Sea Bass,2023-11-05,186921,640,Low
Muara Baru,Sea Bass,2023-11-12,84001,740,High
Muara Baru,Sea Bass,2023-11-19,106807,1436,Medium
Muara Baru,Sea Bass,2023-11-26,69717,1489,Medium
Muara Baru,Sea Bass,2023-12-03,201100,1351,Medium
Muara Baru,Sea Bass,2023-12-10,45460,1933,Medium
Muara Baru,Sea Bass,2023-12-17,102905,1856,Medium
Muara Baru,Sea Bass,2023-12-24,137417,816,High
Muara Baru,Sea Bass,2023-12-31,247239,302,Medium
Pasar Ikan Higienis,Tuna,2023-01-01,182153,1053,Medium
Pasar Ikan Higienis,Tuna,2023-01-08,90240,929,High
Pasar Ikan Higienis,Tuna,2023-01-15,202651,1322,Medium
Pasar Ikan Higienis,Tuna,2023-01-22,212559,1186,Medium
Pasar Ikan Higienis,Tuna,2023-01-29,50821,561,Low
Pasar Ikan Higienis,Tuna,2023-02-05,162934,1783,High
Pasar Ikan Higienis,Tuna,2023-02-12,208181,1627,Low
Pasar Ikan Higienis,Tuna,2023-02-19,163826,1198,Low
Pasar Ikan Higienis,Tuna,2023-02-26,143737,290,High
Pasar Ikan Higienis,Tuna,2023-03-05,171818,978,Medium
Pasar Ikan Higienis,Tuna,2023-03-12,61874,1409,High
Pasar Ikan Higienis,Tuna,2023-03-19,47837,1147,Medium
Pasar Ikan Higienis,Tuna,2023-03-26,71946,1502,Low
Pasar Ikan Higienis,Tuna,2023-04-02,186798,526,Medium
Pasar Ikan Higienis,Tuna,2023-04-09,134458,1023,High
Pasar Ikan Higienis,Tuna,2023-04-16,152220,1668,Low
Pasar Ikan Higienis,Tuna,2023-04-23,210088,1446,High
Pasar Ikan Higienis,Tuna,2023-04-30,164878,1963,High
Pasar Ikan Higienis,Tuna,2023-05-07,92561,1128,Medium
Pasar Ikan Higienis,Tuna,2023-05-14,60456,762,Low
Pasar Ikan Higienis,Tuna,2023-05-21,56935,184,Low
Pasar Ikan Higienis,Tuna,2023-05-28,135416,1963,High
Pasar Ikan Higienis,Tuna,2023-06-04,111306,610,Medium
Pasar Ikan Higienis,Tuna,2023-06-11,55481,531,Low
Pasar Ikan Higienis,Tuna,2023-06-18,156878,1515,Low
Pasar Ikan Higienis,Tuna,2023-06-25,156449,1464,Low
Pasar Ikan Higienis,Tuna,2023-07-02,203958,1118,High
Pasar Ikan Higienis,Tuna,2023-07-09,107365,925,Medium
Pasar Ikan Higienis,Tuna,2023-07-16,109489,1123,Medium
Pasar Ikan Higienis,Tuna,2023-07-23,62202,1487,Medium
Pasar Ikan Higienis,Tuna,2023-07-30,151606,1963,Low
Pasar Ikan Higienis,Tuna,2023-08-06,130734,536,Low
Pasar Ikan Higienis,Tuna,2023-08-13,137680,1974,High
Pasar Ikan Higienis,Tuna,2023-08-20,140728,716,High
Pasar Ikan Higienis,Tuna,2023-08-27,59339,769,Low
Pasar Ikan Higienis,Tuna,2023-09-03,171931,932,High
Pasar Ikan Higienis,Tuna,2023-09-10,228238,1240,Low
Pasar Ikan Higienis,Tuna,2023-09-17,59355,1328,Low
Pasar Ikan Higienis,Tuna,2023-09-24,82337,1627,Medium
Pasar Ikan Higienis,Tuna,2023-10-01,176081,1274,Low
Pasar Ikan Higienis,Tuna,2023-10-08,241799,1704,Medium
Pasar Ikan Higienis,Tuna,2023-10-15,57109,1332,Low
Pasar Ikan Higienis,Tuna,2023-10-22,250838,890,Low
Pasar Ikan Higienis,Tuna,2023-10-29,75391,408,Medium
Pasar Ikan Higienis,Tuna,2023-11-05,113859,338,High
Pasar Ikan Higienis,Tuna,2023-11-12,56970,1748,High
Pasar Ikan Higienis,Tuna,2023-11-19,45971,647,Medium
Pasar Ikan Higienis,Tuna,2023-11-26,237656,1436,Medium
Pasar Ikan Higienis,Tuna,2023-12-03,49287,1350,Medium
Pasar Ikan Higienis,Tuna,2023-12-10,186494,740,Medium
Pasar Ikan Higienis,Tuna,2023-12-17,150290,180,Medium
Pasar Ikan Higienis,Tuna,2023-12-24,106693,1438,High
Pasar Ikan Higienis,Tuna,2023-12-31,257574,405,Medium
Pasar Ikan Higienis,Salmon,2023-01-01,223748,198,Medium
Pasar Ikan Higienis,Salmon,2023-01-08,60308,1586,High
Pasar Ikan Higienis,Salmon,2023-01-15,126307,894,Medium
Pasar Ikan Higienis,Salmon,2023-01-22,205180,1726,Low
Pasar Ikan Higienis,Salmon,2023-01-29,156539,700,High
Pasar Ikan Higienis,Salmon,2023-02-05,136893,1833,High
Pasar Ikan Higienis,Salmon,2023-02-12,241216,1030,Medium
Pasar Ikan Higienis,Salmon,2023-02-19,90237,663,High
Pasar Ikan Higienis,Salmon,2023-02-26,83146,1724,Low
Pasar Ikan Higienis,Salmon,2023-03-05,65681,937,Medium
Pasar Ikan Higienis,Salmon,2023-03-12,199275,1884,Medium
Pasar Ikan Higienis,Salmon,2023-03-19,180958,230,Medium
Pasar Ikan Higienis,Salmon,2023-03-26,149694,795,High
Pasar Ikan Higienis,Salmon,2023-04-02,175817,1480,Medium
Pasar Ikan Higienis,Salmon,2023-04-09,190596,1971,Medium
Pasar Ikan Higienis,Salmon,2023-04-16,117265,794,Low
Pasar Ikan Higienis,Salmon,2023-04-23,124448,1101,Medium
Pasar Ikan Higienis,Salmon,2023-04-30,193254,1275,Low
Pasar Ikan Higienis,Salmon,2023-05-07,59756,1211,High
Pasar Ikan Higienis,Salmon,2023-05-14,182650,617,Low
Pasar Ikan Higienis,Salmon,2023-05-21,233762,874,High
Pasar Ikan Higienis,Salmon,2023-05-28,91331,112,Low
Pasar Ikan Higienis,Salmon,2023-06-04,249283,1367,Low
Pasar Ikan Higienis,Salmon,2023-06-11,95621,1745,High
Pasar Ikan Higienis,Salmon,2023-06-18,66447,1291,Low
Pasar Ikan Higienis,Salmon,2023-06-25,178942,1132,Medium
Pasar Ikan Higienis,Salmon,2023-07-02,159097,1000,High
Pasar Ikan Higienis,Salmon,2023-07-09,41884,599,Medium
Pasar Ikan Higienis,Salmon,2023-07-16,115506,1681,Medium
Pasar Ikan Higienis,Salmon,2023-07-23,132156,273,Low
Pasar Ikan Higienis,Salmon,2023-07-30,254640,1073,Medium
Pasar Ikan Higienis,Salmon,2023-08-06,208395,1376,Low
Pasar Ikan Higienis,Salmon,2023-08-13,115785,1243,Medium
Pasar Ikan Higienis,Salmon,2023-08-20,144906,1614,Low
Pasar Ikan Higienis,Salmon,2023-08-27,246473,1822,Medium
Pasar Ikan Higienis,Salmon,2023-09-03,152366,1338,Medium
Pasar Ikan Higienis,Salmon,2023-09-10,195379,1437,Medium
Pasar Ikan Higienis,Salmon,2023-09-17,196467,856,Low
Pasar Ikan Higienis,Salmon,2023-09-24,168725,1109,High
Pasar Ikan Higienis,Salmon,2023-10-01,155313,295,Medium
Pasar Ikan Higienis,Salmon,2023-10-08,187964,1497,High
Pasar Ikan Higienis,Salmon,2023-10-15,52780,713,Low
Pasar Ikan Higienis,Salmon,2023-10-22,77654,141,High
Pasar Ikan Higienis,Salmon,2023-10-29,70799,650,Low
Pasar Ikan Higienis,Salmon,2023-11-05,200857,1571,High
Pasar Ikan Higienis,Salmon,2023-11-12,49219,819,Medium
Pasar Ikan Higienis,Salmon,2023-11-19,66188,1012,Low
Pasar Ikan Higienis,Salmon,2023-11-26,70136,1207,High
Pasar Ikan Higienis,Salmon,2023-12-03,114538,364,High
Pasar Ikan Higienis,Salmon,2023-12-10,233099,658,Low
Pasar Ikan Higienis,Salmon,2023-12-17,151368,255,Medium
Pasar Ikan Higienis,Salmon,2023-12-24,154605,159,Medium
Pasar Ikan Higienis,Salmon,2023-12-31,103491,1199,Low
Pasar Ikan Higienis,Mackerel,2023-01-01,197704,320,High
Pasar Ikan Higienis,Mackerel,2023-01-08,124135,1778,High
Pasar Ikan Higienis,Mackerel,2023-01-15,126803,1772,High
Pasar Ikan Higienis,Mackerel,2023-01-22,154439,1855,Medium
Pasar Ikan Higienis,Mackerel,2023-01-29,175275,406,High
Pasar Ikan Higienis,Mackerel,2023-02-05,199944,694,Low
Pasar Ikan Higienis,Mackerel,2023-02-12,182760,954,Medium
Pasar Ikan Higienis,Mackerel,2023-02-19,232653,1548,Low
Pasar Ikan Higienis,Mackerel,2023-02-26,214124,1639,Low
Pasar Ikan Higienis,Mackerel,2023-03-05,211488,570,Medium
Pasar Ikan Higienis,Mackerel,2023-03-12,233844,429,Low
Pasar Ikan Higienis,Mackerel,2023-03-19,60666,1373,Low
Pasar Ikan Higienis,Mackerel,2023-03-26,73464,631,Medium
Pasar Ikan Higienis,Mackerel,2023-04-02,63240,227,High
Pasar Ikan Higienis,Mackerel,2023-04-09,88366,1247,Medium
Pasar Ikan Higienis,Mackerel,2023-04-16,210795,1449,Medium
Pasar Ikan Higienis,Mackerel,2023-04-23,197561,1466,Medium
Pasar Ikan Higienis,Mackerel,2023-04-30,240066,1160,Low
Pasar Ikan Higienis,Mackerel,2023-05-07,64825,1146,Low
Pasar Ikan Higienis,Mackerel,2023-05-14,190048,1719,Medium
Pasar Ikan Higienis,Mackerel,2023-05-21,173506,884,Low
Pasar Ikan Higienis,Mackerel,2023-05-28,59325,889,Low
Pasar Ikan Higienis,Mackerel,2023-06-04,230685,353,High
Pasar Ikan Higienis,Mackerel,2023-06-11,191926,811,Low
Pasar Ikan Higienis,Mackerel,2023-06-18,217166,1313,Low
Pasar Ikan Higienis,Mackerel,2023-06-25,161406,953,Medium
Pasar Ikan Higienis,Mackerel,2023-07-02,199874,1512,High
Pasar Ikan Higienis,Mackerel,2023-07-09,66795,486,Low
Pasar Ikan Higienis,Mackerel,2023-07-16,131253,421,High
Pasar Ikan Higienis,Mackerel,2023-07-23,118118,1608,High
Pasar Ikan Higienis,Mackerel,2023-07-30,262150,1774,Medium
Pasar Ikan Higienis,Mackerel,2023-08-06,247048,1199,Medium
Pasar Ikan Higienis,Mackerel,2023-08-13,176095,325,Low
Pasar Ikan Higienis,Mackerel,2023-08-20,181275,1579,High
Pasar Ikan Higienis,Mackerel,2023-08-27,208738,176,Low
Pasar Ikan Higienis,Mackerel,2023-09-03,84560,1097,Medium
Pasar Ikan Higienis,Mackerel,2023-09-10,183564,1097,High
Pasar Ikan Higienis,Mackerel,2023-09-17,190050,1693,Medium
Pasar Ikan Higienis,Mackerel,2023-09-24,146959,1890,High
Pasar Ikan Higienis,Mackerel,2023-10-01,231096,163,Medium
Pasar Ikan Higienis,Mackerel,2023-10-08,97202,690,High
Pasar Ikan Higienis,Mackerel,2023-10-15,180395,1071,Medium
Pasar Ikan Higienis,Mackerel,2023-10-22,212792,1307,Low
Pasar Ikan Higienis,Mackerel,2023-10-29,115903,954,Medium
Pasar Ikan Higienis,Mackerel,2023-11-05,187860,440,Medium
Pasar Ikan Higienis,Mackerel,2023-11-12,168439,396,Medium
Pasar Ikan Higienis,Mackerel,2023-11-19,240724,644,High
Pasar Ikan Higienis,Mackerel,2023-11-26,194085,509,Low
Pasar Ikan Higienis,Mackerel,2023-12-03,228900,112,High
Pasar Ikan Higienis,Mackerel,2023-12-10,27444,1167,High
Pasar Ikan Higienis,Mackerel,2023-12-17,173056,1623,Medium
Pasar Ikan Higienis,Mackerel,2023-12-24,100744,1724,Low
Pasar Ikan Higienis,Mackerel,2023-12-31,251717,1215,Medium
Pasar Ikan Higienis,Sardine,2023-01-01,101236,483,Low
Pasar Ikan Higienis,Sardine,2023-01-08,95060,1982,High
Pasar Ikan Higienis,Sardine,2023-01-15,230891,473,Low
Pasar Ikan Higienis,Sardine,2023-01-22,86031,261,High
Pasar Ikan Higienis,Sardine,2023-01-29,245284,1134,Medium
Pasar Ikan Higienis,Sardine,2023-02-05,256332,1763,Medium
Pasar Ikan Higienis,Sardine,2023-02-12,68231,312,High
Pasar Ikan Higienis,Sardine,2023-02-19,121013,975,High
Pasar Ikan Higienis,Sardine,2023-02-26,177010,390,Low
Pasar Ikan Higienis,Sardine,2023-03-05,120304,1658,High
Pasar Ikan Higienis,Sardine,2023-03-12,170041,1377,Medium
Pasar Ikan Higienis,Sardine,2023-03-19,97487,1754,High
Pasar Ikan Higienis,Sardine,2023-03-26,201926,232,Low
Pasar Ikan Higienis,Sardine,2023-04-02,112512,1036,Low
Pasar Ikan Higienis,Sardine,2023-04-09,69651,291,Low
Pasar Ikan Higienis,Sardine,2023-04-16,136497,674,Low
Pasar Ikan Higienis,Sardine,2023-04-23,33975,202,Low
Pasar Ikan Higienis,Sardine,2023-04-30,175536,1950,Low
Pasar Ikan Higienis,Sardine,2023-05-07,89558,893,High
Pasar Ikan Higienis,Sardine,2023-05-14,129575,1952,Medium
Pasar Ikan Higienis,Sardine,2023-05-21,211899,249,High
Pasar Ikan Higienis,Sardine,2023-05-28,141150,1627,High
Pasar Ikan Higienis,Sardine,2023-06-04,166495,559,High
Pasar Ikan Higienis,Sardine,2023-06-11,190974,542,High
Pasar Ikan Higienis,Sardine,2023-06-18,153510,1952,Low
Pasar Ikan Higienis,Sardine,2023-06-25,51252,681,Medium
Pasar Ikan Higienis,Sardine,2023-07-02,73628,1599,High
Pasar Ikan Higienis,Sardine,2023-07-09,218001,1121,Medium
Pasar Ikan Higienis,Sardine,2023-07-16,179746,658,Low
Pasar Ikan Higienis,Sardine,2023-07-23,178503,821,High
Pasar Ikan Higienis,Sardine,2023-07-30,173115,1273,Medium
Pasar Ikan Higienis,Sardine,2023-08-06,130976,1285,Medium
Pasar Ikan Higienis,Sardine,2023-08-13,44022,1489,Low
Pasar Ikan Higienis,Sardine,2023-08-20,49924,1145,Low
Pasar Ikan Higienis,Sardine,2023-08-27,128335,1255,Medium
Pasar Ikan Higienis,Sardine,2023-09-03,200363,1092,High
Pasar Ikan Higienis,Sardine,2023-09-10,114126,1331,Medium
Pasar Ikan Higienis,Sardine,2023-09-17,79301,1527,Low
Pasar Ikan Higienis,Sardine,2023-09-24,44864,1605,Medium
Pasar Ikan Higienis,Sardine,2023-10-01,104824,157,Low
Pasar Ikan Higienis,Sardine,2023-10-08,129059,1602,Low
Pasar Ikan Higienis,Sardine,2023-10-15,38004,1488,Low
Pasar Ikan Higienis,Sardine,2023-10-22,104630,1452,High
Pasar Ikan Higienis,Sardine,2023-10-29,174349,346,Medium
Pasar Ikan Higienis,Sardine,2023-11-05,100436,957,Low
Pasar Ikan Higienis,Sardine,2023-11-12,125911,1459,High
Pasar Ikan Higienis,Sardine,2023-11-19,116289,1775,Low
Pasar Ikan Higienis,Sardine,2023-11-26,130525,479,Low
Pasar Ikan Higienis,Sardine,2023-12-03,100098,1539,High
Pasar Ikan Higienis,Sardine,2023-12-10,54879,1442,Medium
Pasar Ikan Higienis,Sardine,2023-12-17,193494,181,Low
Pasar Ikan Higienis,Sardine,2023-12-24,58278,1335,Low
Pasar Ikan Higienis,Sardine,2023-12-31,224237,427,High
Pasar Ikan Higienis,Snapper,2023-01-01,246647,1628,Medium
Pasar Ikan Higienis,Snapper,2023-01-08,227636,357,High
Pasar Ikan Higienis,Snapper,2023-01-15,183488,1687,Medium
Pasar Ikan Higienis,Snapper,2023-01-22,101538,1246,Medium
Pasar Ikan Higienis,Snapper,2023-01-29,80605,1880,High
Pasar Ikan Higienis,Snapper,2023-02-05,69285,1446,Low
Pasar Ikan Higienis,Snapper,2023-02-12,172432,1112,Low
Pasar Ikan Higienis,Snapper,2023-02-19,48383,147,Low
Pasar Ikan Higienis,Snapper,2023-02-26,136010,479,Medium
Pasar Ikan Higienis,Snapper,2023-03-05,116534,1404,Low
Pasar Ikan Higienis,Snapper,2023-03-12,210005,1533,High
Pasar Ikan Higienis,Snapper,2023-03-19,36202,1465,Medium
Pasar Ikan Higienis,Snapper,2023-03-26,247787,654,High
Pasar Ikan Higienis,Snapper,2023-04-02,127835,769,Low
Pasar Ikan Higienis,Snapper,2023-04-09,114399,1753,Medium
Pasar Ikan Higienis,Snapper,2023-04-16,181305,1875,Low
Pasar Ikan Higienis,Snapper,2023-04-23,170153,1227,Low
Pasar Ikan Higienis,Snapper,2023-04-30,112577,1395,Low
Pasar Ikan Higienis,Snapper,2023-05-07,255103,1966,Medium
Pasar Ikan Higienis,Snapper,2023-05-14,75163,1284,High
Pasar Ikan Higienis,Snapper,2023-05-21,189189,163,High
Pasar Ikan Higienis,Snapper,2023-05-28,240385,1634,Low
Pasar Ikan Higienis,Snapper,2023-06-04,234610,1674,Low
Pasar Ikan Higienis,Snapper,2023-06-11,153735,1452,Low
Pasar Ikan Higienis,Snapper,2023-06-18,231710,1138,High
Pasar Ikan Higienis,Snapper,2023-06-25,250958,1722,High
Pasar Ikan Higienis,Snapper,2023-07-02,128563,419,Medium
Pasar Ikan Higienis,Snapper,2023-07-09,209481,696,Low
Pasar Ikan Higienis,Snapper,2023-07-16,128972,1798,Low
Pasar Ikan Higienis,Snapper,2023-07-23,201409,1599,Low
Pasar Ikan Higienis,Snapper,2023-07-30,60496,998,High
Pasar Ikan Higienis,Snapper,2023-08-06,128382,332,Medium
Pasar Ikan Higienis,Snapper,2023-08-13,191997,1555,Low
Pasar Ikan Higienis,Snapper,2023-08-20,65219,1725,Medium
Pasar Ikan Higienis,Snapper,2023-08-27,174651,140,High
Pasar Ikan Higienis,Snapper,2023-09-03,154957,1132,High
Pasar Ikan Higienis,Snapper,2023-09-10,70373,349,Medium
Pasar Ikan Higienis,Snapper,2023-09-17,104829,189,Low
Pasar Ikan Higienis,Snapper,2023-09-24,71117,1978,High
Pasar Ikan Higienis,Snapper,2023-10-01,150913,526,Low
Pasar Ikan Higienis,Snapper,2023-10-08,74442,698,Low
Pasar Ikan Higienis,Snapper,2023-10-15,183717,1992,Low
Pasar Ikan Higienis,Snapper,2023-10-22,164347,535,High
Pasar Ikan Higienis,Snapper,2023-10-29,177843,897,Medium
Pasar Ikan Higienis,Snapper,2023-11-05,181596,990,Medium
Pasar Ikan Higienis,Snapper,2023-11-12,106529,327,Medium
Pasar Ikan Higienis,Snapper,2023-11-19,98949,1011,Low
Pasar Ikan Higienis,Snapper,2023-11-26,230750,1155,Low
Pasar Ikan Higienis,Snapper,2023-12-03,237937,1622,High
