goat_id,breed,gender,birth_date,age_months,weight_kg,height_cm,health_status,market_price,owner_id,farm_id,registration_date
GT0257,Alpine,Male,7/11/2023,23,17.94,53,Under Treatment,1170,OWN034,FRM015,9/9/2024
GT0258,Nubian,Male,10/28/2022,31,36.32,84,Under Treatment,532,OWN026,FRM020,7/6/2024
GT0259,Toggenburg,Female,11/27/2019,67,53.59,77,Quarantine,1352,OWN020,FRM016,2/27/2025
GT0260,Oberhasli,Male,1/19/2016,114,38.94,52,Quarantine,1395,OWN020,FRM001,2/29/2016
GT0261,LaMancha,Female,6/20/2019,72,32.26,82,Mild Illness,305,OWN038,FRM016,5/7/2023
GT0262,Nubian,Female,5/1/2017,98,24.61,60,Healthy,1372,OWN045,FRM004,10/11/2023
GT0263,Nubian,Male,8/1/2017,95,43.67,71,Mild Illness,1045,OWN045,FRM007,5/27/2021
GT0264,Alpine,Female,8/14/2023,22,71.73,48,Mild Illness,1262,OWN014,FRM018,9/9/2024
GT0265,Boer,Female,9/26/2023,20,49.16,65,Mild Illness,1141,OWN035,FRM011,1/16/2024
GT0266,LaMancha,Female,7/31/2016,107,58.93,61,Quarantine,593,OWN016,FRM009,12/7/2019
GT0267,LaMancha,Female,3/30/2021,50,29.62,64,Under Treatment,624,OWN045,FRM016,6/13/2024
GT0268,Boer,Female,9/24/2015,118,37.67,62,Under Treatment,449,OWN037,FRM018,10/24/2019
GT0269,Alpine,Female,10/17/2016,105,68.19,54,Under Treatment,286,OWN019,FRM003,7/31/2019
GT0270,Boer,Female,2/6/2022,40,57.64,75,Mild Illness,613,OWN035,FRM009,8/29/2023
GT0271,LaMancha,Female,5/5/2024,13,23.92,84,Mild Illness,696,OWN004,FRM017,7/8/2024
GT0272,Nubian,Male,5/23/2021,49,18.41,71,Under Treatment,1167,OWN007,FRM005,8/30/2022
GT0273,Saanen,Male,1/11/2017,102,41.45,75,Quarantine,608,OWN049,FRM010,11/19/2021
GT0274,Boer,Female,11/28/2017,91,56.98,50,Mild Illness,1295,OWN048,FRM002,3/7/2022
GT0275,Nubian,Female,4/2/2016,111,72.35,56,Healthy,1013,OWN032,FRM006,8/28/2023
GT0276,Toggenburg,Female,6/22/2015,121,71.99,45,Under Treatment,1363,OWN039,FRM004,1/15/2016
GT0277,Boer,Female,5/31/2016,109,44.53,79,Quarantine,474,OWN033,FRM015,9/5/2019
GT0278,Boer,Male,5/4/2020,61,67.57,66,Mild Illness,1139,OWN042,FRM009,3/9/2024
GT0279,Toggenburg,Male,6/14/2023,24,15.92,66,Under Treatment,1362,OWN044,FRM007,8/17/2023
GT0280,Nubian,Female,5/24/2023,24,68.75,77,Under Treatment,377,OWN026,FRM004,4/30/2025
GT0281,Nubian,Male,8/13/2016,107,46.03,60,Healthy,734,OWN025,FRM008,7/4/2018
GT0282,Alpine,Female,5/24/2019,73,77.01,64,Healthy,735,OWN042,FRM012,5/28/2020
GT0283,Toggenburg,Male,2/7/2018,89,19.04,52,Quarantine,828,OWN011,FRM013,10/30/2021
GT0284,Toggenburg,Female,2/20/2021,52,59.87,85,Under Treatment,952,OWN040,FRM008,3/27/2025
GT0285,Nubian,Male,9/1/2016,106,46.08,74,Under Treatment,1051,OWN045,FRM018,2/11/2024
GT0286,Alpine,Male,5/12/2019,73,64.52,83,Healthy,1276,OWN029,FRM017,12/27/2022
GT0287,Toggenburg,Female,4/7/2016,111,20.08,81,Healthy,326,OWN036,FRM017,4/1/2018
GT0288,Nubian,Male,5/29/2018,85,25.69,78,Quarantine,438,OWN044,FRM007,12/8/2019
GT0289,Toggenburg,Female,8/6/2015,119,20.91,77,Quarantine,313,OWN030,FRM005,6/18/2020
GT0290,LaMancha,Female,1/23/2020,65,44.69,48,Quarantine,831,OWN047,FRM001,1/26/2025
GT0291,Alpine,Female,11/15/2022,31,68.07,58,Healthy,292,OWN028,FRM012,2/13/2025
GT0292,Toggenburg,Male,8/25/2019,70,50.18,48,Healthy,1166,OWN003,FRM010,6/10/2022
GT0293,Alpine,Male,2/25/2017,100,64.98,71,Under Treatment,983,OWN029,FRM013,11/3/2017
GT0294,Alpine,Male,9/9/2020,57,59.38,79,Mild Illness,912,OWN008,FRM006,2/27/2022
GT0295,LaMancha,Female,10/28/2023,19,49.37,59,Healthy,246,OWN020,FRM015,11/20/2023
GT0296,Toggenburg,Female,12/4/2016,103,49.58,59,Mild Illness,1143,OWN023,FRM005,11/25/2020
GT0297,Boer,Male,12/20/2022,29,75.93,52,Healthy,1058,OWN040,FRM001,11/12/2024
GT0298,Nubian,Male,6/16/2019,72,19.37,83,Healthy,1114,OWN039,FRM002,3/28/2021
GT0299,Nubian,Male,3/24/2021,51,41.15,59,Mild Illness,315,OWN009,FRM017,12/18/2022
GT0300,Boer,Male,12/8/2017,91,68.03,81,Under Treatment,1382,OWN039,FRM011,5/18/2024
GT0301,Nubian,Female,12/26/2020,54,71.96,78,Mild Illness,1046,OWN020,FRM009,7/3/2024
GT0302,Saanen,Male,7/24/2017,95,55.69,72,Quarantine,296,OWN023,FRM013,11/14/2019
GT0303,Oberhasli,Female,8/18/2017,94,60.26,71,Mild Illness,814,OWN025,FRM006,3/31/2020
GT0304,Oberhasli,Female,4/29/2017,98,30.66,59,Under Treatment,495,OWN030,FRM002,8/2/2022
GT0305,LaMancha,Female,7/27/2016,107,77.91,80,Mild Illness,995,OWN016,FRM009,12/13/2020
GT0306,Nubian,Female,7/13/2017,96,57.04,73,Under Treatment,389,OWN035,FRM007,2/7/2025
GT0307,Saanen,Female,5/1/2022,37,39.52,83,Healthy,349,OWN013,FRM019,2/26/2023
GT0308,Toggenburg,Male,1/11/2019,77,46.16,66,Under Treatment,231,OWN014,FRM007,5/9/2024
GT0309,Toggenburg,Male,3/5/2019,76,63.55,75,Mild Illness,1437,OWN046,FRM007,1/2/2023
GT0310,Alpine,Male,3/3/2019,76,50.89,63,Quarantine,1154,OWN035,FRM012,5/15/2022
GT0311,Boer,Female,12/23/2018,78,38.38,76,Quarantine,401,OWN047,FRM016,4/20/2024
GT0312,Oberhasli,Female,1/15/2020,65,74.43,68,Under Treatment,1047,OWN003,FRM019,2/14/2024
GT0313,Oberhasli,Male,4/20/2024,13,63.18,46,Under Treatment,1333,OWN038,FRM019,7/21/2024
GT0314,Toggenburg,Female,7/14/2023,23,34.19,57,Under Treatment,671,OWN025,FRM019,6/1/2025
GT0315,Oberhasli,Male,5/25/2019,73,47.45,66,Under Treatment,1200,OWN047,FRM016,9/24/2024
GT0316,Alpine,Male,4/14/2023,26,62.63,67,Mild Illness,486,OWN047,FRM018,10/8/2024
GT0317,Alpine,Male,11/25/2015,115,74.6,79,Healthy,1273,OWN003,FRM003,9/18/2024
GT0318,Oberhasli,Male,8/10/2016,107,64.68,71,Mild Illness,1491,OWN015,FRM003,5/22/2022
GT0319,Toggenburg,Male,10/26/2021,43,15.59,77,Quarantine,964,OWN004,FRM020,2/15/2024
GT0320,Toggenburg,Female,3/28/2018,87,57.85,46,Healthy,1289,OWN036,FRM014,8/12/2022
GT0321,Saanen,Male,3/29/2018,87,49.41,62,Under Treatment,235,OWN033,FRM014,4/19/2023
GT0322,Oberhasli,Male,8/31/2023,21,21.96,51,Mild Illness,693,OWN013,FRM020,5/28/2024
GT0323,LaMancha,Female,3/14/2024,14,67.99,62,Quarantine,361,OWN024,FRM013,4/25/2024
GT0324,Alpine,Male,9/27/2016,105,79.37,59,Under Treatment,365,OWN042,FRM002,1/14/2025
GT0325,Saanen,Female,3/2/2019,76,39.65,80,Quarantine,314,OWN041,FRM001,11/22/2019
GT0326,Toggenburg,Male,5/21/2017,97,20.37,72,Under Treatment,1358,OWN007,FRM017,1/28/2023
GT0327,Saanen,Male,11/18/2020,55,28.74,81,Quarantine,755,OWN003,FRM003,3/17/2022
GT0328,Toggenburg,Female,6/8/2015,121,73.46,81,Healthy,567,OWN021,FRM001,11/6/2023
GT0329,Nubian,Male,10/4/2023,20,63.9,70,Healthy,812,OWN011,FRM019,2/5/2024
GT0330,Nubian,Female,4/24/2019,74,59.01,79,Under Treatment,986,OWN049,FRM005,5/3/2025
GT0331,Oberhasli,Male,5/23/2018,85,47.55,67,Healthy,400,OWN028,FRM008,4/30/2023
GT0332,Oberhasli,Male,2/2/2016,113,37.14,84,Quarantine,868,OWN002,FRM009,8/31/2022
GT0333,Oberhasli,Female,6/26/2021,47,46.89,67,Quarantine,1084,OWN012,FRM019,3/13/2024
GT0334,Toggenburg,Female,11/14/2020,55,20.57,84,Under Treatment,704,OWN046,FRM003,2/6/2021
GT0335,Saanen,Female,9/19/2017,93,25.02,85,Mild Illness,997,OWN021,FRM012,10/13/2021
GT0336,Saanen,Male,9/8/2023,21,15.34,64,Quarantine,937,OWN049,FRM009,8/16/2024
GT0337,Saanen,Male,10/31/2021,43,20.67,72,Quarantine,1340,OWN036,FRM017,11/10/2021
GT0338,Alpine,Male,6/9/2015,121,16.71,67,Healthy,1422,OWN039,FRM011,3/3/2025
GT0339,Oberhasli,Female,10/1/2015,117,15.8,71,Quarantine,373,OWN047,FRM018,10/13/2023
GT0340,Nubian,Male,6/29/2015,120,59.55,55,Mild Illness,750,OWN020,FRM009,10/15/2022
GT0341,Alpine,Male,5/17/2023,24,19.11,72,Under Treatment,1062,OWN020,FRM016,2/8/2025
GT0342,Oberhasli,Male,2/14/2021,52,38.47,60,Quarantine,1416,OWN040,FRM007,1/16/2022
GT0343,Alpine,Male,9/24/2019,69,23.81,45,Quarantine,880,OWN040,FRM013,10/17/2023
GT0344,Oberhasli,Female,12/15/2020,54,43.61,72,Mild Illness,815,OWN021,FRM020,7/20/2023
GT0345,Toggenburg,Male,5/5/2022,37,46.14,56,Quarantine,853,OWN019,FRM016,11/9/2024
GT0346,LaMancha,Male,8/17/2017,94,36.18,62,Quarantine,947,OWN008,FRM019,2/2/2020
GT0347,Nubian,Male,7/27/2018,83,59.31,80,Healthy,1145,OWN046,FRM007,1/10/2022
GT0348,Alpine,Female,11/30/2018,79,69.03,49,Quarantine,1222,OWN009,FRM010,11/15/2023
GT0349,Nubian,Female,12/16/2019,66,57.81,72,Quarantine,351,OWN029,FRM020,1/20/2021
GT0350,Alpine,Female,1/9/2022,41,49.73,71,Healthy,936,OWN045,FRM018,2/27/2024
GT0351,LaMancha,Male,3/15/2022,39,22.11,60,Under Treatment,540,OWN042,FRM020,8/5/2022
GT0352,Saanen,Female,12/25/2019,66,77.84,66,Quarantine,416,OWN001,FRM004,3/30/2024
GT0353,Boer,Male,1/21/2021,53,48.19,78,Mild Illness,1112,OWN024,FRM013,8/22/2023
GT0354,Alpine,Male,12/23/2018,78,37.42,46,Quarantine,414,OWN019,FRM014,8/31/2023
GT0355,Saanen,Male,2/7/2024,16,69.04,54,Under Treatment,838,OWN022,FRM015,8/30/2024
GT0356,Oberhasli,Male,3/8/2018,88,48.87,67,Quarantine,399,OWN029,FRM015,9/6/2024
GT0357,Boer,Male,6/14/2020,60,34.52,52,Healthy,902,OWN042,FRM004,3/10/2022
GT0358,Toggenburg,Male,5/13/2016,110,75.44,60,Mild Illness,1330,OWN011,FRM011,4/17/2021
GT0359,LaMancha,Female,6/28/2018,84,77.3,59,Quarantine,1489,OWN012,FRM006,10/11/2022
GT0360,Toggenburg,Female,4/6/2019,75,40.71,84,Mild Illness,1120,OWN038,FRM014,10/29/2024
GT0361,Alpine,Male,6/6/2018,85,60.81,58,Under Treatment,328,OWN037,FRM004,8/29/2019
GT0362,Oberhasli,Male,2/1/2023,28,38.78,57,Quarantine,433,OWN017,FRM016,4/26/2024
GT0363,LaMancha,Female,3/7/2020,63,53.8,84,Quarantine,1402,OWN008,FRM012,11/26/2020
GT0364,Boer,Female,2/15/2024,15,55.13,64,Healthy,474,OWN021,FRM004,4/3/2025
GT0365,Nubian,Female,3/20/2021,51,22.6,68,Mild Illness,1246,OWN025,FRM014,3/3/2023
GT0366,LaMancha,Male,1/5/2020,65,52.36,72,Mild Illness,1196,OWN041,FRM018,12/28/2023
GT0367,Toggenburg,Male,3/18/2020,63,51.07,76,Under Treatment,487,OWN012,FRM011,6/10/2020
GT0368,Oberhasli,Female,4/22/2021,50,55.26,67,Healthy,1192,OWN009,FRM007,11/25/2022
GT0369,Oberhasli,Female,5/27/2019,73,77.65,77,Quarantine,1037,OWN044,FRM016,2/23/2022
GT0370,Alpine,Female,8/29/2016,106,46.77,50,Healthy,651,OWN019,FRM002,2/3/2020
GT0371,Boer,Male,5/6/2021,49,49.94,55,Quarantine,1358,OWN048,FRM016,3/24/2024
GT0372,LaMancha,Male,9/23/2016,105,52.23,62,Under Treatment,1310,OWN049,FRM002,4/26/2018
GT0373,Oberhasli,Female,4/8/2016,111,50.51,72,Healthy,706,OWN020,FRM002,3/31/2020
GT0374,Alpine,Female,3/21/2023,26,37.66,50,Quarantine,440,OWN050,FRM008,9/18/2023
GT0375,Nubian,Female,5/21/2020,61,70.97,84,Quarantine,539,OWN040,FRM005,5/17/2021
GT0376,Oberhasli,Male,12/29/2023,17,67.88,48,Under Treatment,1290,OWN018,FRM020,9/24/2024
GT0377,LaMancha,Male,11/5/2019,67,36.04,63,Under Treatment,1372,OWN018,FRM017,11/23/2022
GT0378,Toggenburg,Male,2/25/2018,88,23.81,71,Healthy,767,OWN042,FRM005,7/9/2018
GT0379,Toggenburg,Male,12/25/2023,17,31.23,65,Mild Illness,1004,OWN032,FRM005,6/11/2024
GT0380,LaMancha,Female,5/3/2018,86,55.81,69,Quarantine,354,OWN041,FRM003,9/13/2022
GT0381,Alpine,Female,7/20/2021,47,60.16,68,Quarantine,1199,OWN021,FRM019,12/20/2023
GT0382,Saanen,Male,2/17/2022,40,62.51,74,Under Treatment,329,OWN035,FRM013,2/14/2025
GT0383,Nubian,Female,1/3/2016,114,68.62,76,Under Treatment,861,OWN019,FRM011,10/16/2021
GT0384,LaMancha,Male,3/13/2023,27,51.8,76,Under Treatment,299,OWN003,FRM004,4/3/2024
GT0385,Toggenburg,Female,10/10/2023,20,16.06,55,Quarantine,1134,OWN001,FRM014,3/27/2025
GT0386,Nubian,Male,11/12/2020,55,72.34,64,Mild Illness,761,OWN006,FRM012,9/12/2021
GT0387,Boer,Male,6/8/2018,85,39.17,55,Healthy,1011,OWN041,FRM010,10/3/2019
GT0388,Toggenburg,Male,6/3/2018,85,42.9,50,Healthy,202,OWN014,FRM016,3/16/2023
GT0389,Saanen,Male,12/2/2016,103,53.59,78,Quarantine,219,OWN001,FRM011,12/26/2019
GT0390,Oberhasli,Male,7/29/2017,95,79.23,72,Mild Illness,1178,OWN005,FRM008,5/1/2024
GT0391,Alpine,Male,7/27/2023,22,62.5,51,Healthy,841,OWN024,FRM010,10/6/2023
GT0392,Nubian,Female,6/12/2018,84,65.27,53,Mild Illness,340,OWN034,FRM019,2/3/2020
GT0393,Saanen,Male,1/6/2024,17,43.61,58,Mild Illness,1043,OWN040,FRM015,12/14/2024
GT0394,Oberhasli,Male,8/16/2017,94,20.63,51,Mild Illness,452,OWN038,FRM013,10/24/2020
GT0395,Boer,Female,7/23/2019,71,35.44,53,Mild Illness,767,OWN042,FRM003,5/16/2022
GT0396,Nubian,Female,11/24/2019,67,65.63,46,Under Treatment,620,OWN034,FRM020,12/11/2024
GT0397,LaMancha,Male,8/17/2018,82,63.61,63,Healthy,690,OWN032,FRM013,1/12/2019
GT0398,Saanen,Male,5/4/2021,49,47.47,83,Healthy,1281,OWN001,FRM012,3/5/2023
GT0399,Boer,Male,5/23/2022,36,40.14,81,Quarantine,948,OWN035,FRM006,5/25/2022
GT0400,Oberhasli,Female,9/11/2017,94,77.04,49,Healthy,1402,OWN005,FRM001,8/17/2020
GT0401,Boer,Male,8/11/2023,22,17.59,48,Quarantine,1237,OWN019,FRM017,12/4/2023
GT0402,Oberhasli,Female,8/24/2017,94,42.53,70,Healthy,1298,OWN035,FRM020,7/1/2019
GT0403,Nubian,Female,9/12/2021,45,20.43,50,Mild Illness,518,OWN035,FRM011,3/1/2025
GT0404,Alpine,Male,6/14/2015,121,35.16,72,Mild Illness,318,OWN016,FRM003,8/26/2017
GT0405,Alpine,Male,11/7/2021,43,44.47,83,Healthy,833,OWN043,FRM006,12/31/2024
GT0406,Saanen,Male,8/3/2020,58,61.01,45,Mild Illness,1216,OWN023,FRM017,3/6/2023
GT0407,LaMancha,Female,2/23/2017,100,25.85,53,Under Treatment,441,OWN050,FRM001,5/7/2022
GT0408,Boer,Female,12/22/2017,90,32.68,49,Under Treatment,1380,OWN041,FRM003,10/28/2021
GT0409,Alpine,Female,9/2/2019,70,48.2,48,Quarantine,1360,OWN011,FRM012,3/10/2024
GT0410,Nubian,Female,5/12/2018,86,65.27,81,Healthy,667,OWN048,FRM017,1/1/2022
GT0411,Saanen,Male,12/20/2016,102,70.81,45,Mild Illness,294,OWN031,FRM012,9/1/2021
GT0412,Alpine,Male,2/17/2023,27,26.63,47,Quarantine,659,OWN021,FRM008,4/24/2024
GT0413,Alpine,Female,9/18/2021,45,32.63,49,Under Treatment,444,OWN033,FRM002,9/10/2024
GT0414,Nubian,Male,2/24/2022,39,67.28,47,Quarantine,341,OWN030,FRM010,3/19/2022
GT0415,Oberhasli,Female,10/28/2020,56,36.27,80,Quarantine,216,OWN024,FRM007,12/23/2023
GT0416,Boer,Female,2/14/2022,40,63.07,60,Quarantine,954,OWN038,FRM016,4/13/2024
GT0417,Oberhasli,Male,9/15/2020,57,62.61,79,Mild Illness,508,OWN001,FRM014,3/16/2025
GT0418,Saanen,Male,7/18/2017,95,50.2,85,Healthy,886,OWN001,FRM013,9/24/2021
GT0419,Oberhasli,Female,4/8/2023,26,21.76,78,Mild Illness,1059,OWN032,FRM002,1/25/2025
GT0420,Nubian,Female,11/14/2018,79,21.05,59,Quarantine,962,OWN030,FRM003,1/5/2021
GT0421,LaMancha,Male,6/23/2018,84,47.85,85,Quarantine,353,OWN038,FRM019,9/12/2020
GT0422,Saanen,Female,5/6/2019,74,58.06,53,Mild Illness,797,OWN017,FRM011,10/22/2023
GT0423,Oberhasli,Female,7/30/2023,22,60.55,65,Under Treatment,1127,OWN018,FRM008,5/13/2025
GT0424,Saanen,Male,6/2/2020,60,23.85,82,Healthy,518,OWN007,FRM006,10/21/2023
GT0425,Alpine,Female,9/28/2021,44,35.41,52,Under Treatment,625,OWN029,FRM010,5/19/2023
GT0426,Alpine,Female,4/2/2021,50,70.41,50,Mild Illness,823,OWN046,FRM020,8/29/2022
GT0427,Saanen,Male,11/21/2017,91,69.34,65,Mild Illness,386,OWN046,FRM008,4/20/2023
GT0428,Boer,Female,1/31/2019,77,48.37,64,Under Treatment,556,OWN002,FRM013,3/12/2019
GT0429,Oberhasli,Female,2/15/2022,40,51.14,80,Mild Illness,393,OWN030,FRM004,5/14/2023
GT0430,Oberhasli,Male,6/13/2021,48,22.89,48,Mild Illness,467,OWN013,FRM013,2/9/2022
GT0431,Boer,Male,12/13/2017,91,52.85,61,Healthy,244,OWN005,FRM007,3/25/2023
GT0432,Toggenburg,Female,6/16/2019,72,67.6,50,Under Treatment,450,OWN003,FRM015,5/13/2023
GT0433,Saanen,Male,12/9/2016,103,75.07,72,Quarantine,1216,OWN002,FRM013,10/11/2024
GT0434,Toggenburg,Female,10/31/2017,92,26.23,58,Mild Illness,763,OWN018,FRM015,7/6/2018
GT0435,Nubian,Male,7/1/2017,96,54.92,84,Mild Illness,804,OWN032,FRM014,1/14/2025
GT0436,LaMancha,Female,1/20/2024,16,18.96,62,Quarantine,481,OWN027,FRM007,11/2/2024
GT0437,Toggenburg,Male,7/16/2017,96,56,79,Healthy,983,OWN046,FRM012,5/23/2018
GT0438,Alpine,Female,12/17/2018,78,37.36,81,Under Treatment,995,OWN018,FRM006,1/7/2024
GT0439,Saanen,Female,10/22/2023,19,53.81,46,Under Treatment,319,OWN031,FRM017,3/14/2024
GT0440,Boer,Male,10/16/2018,80,78.31,51,Mild Illness,693,OWN018,FRM018,6/17/2020
GT0441,Oberhasli,Male,12/11/2018,78,64.66,59,Quarantine,926,OWN012,FRM006,12/11/2020
GT0442,Nubian,Female,3/6/2017,100,67.4,67,Healthy,920,OWN037,FRM019,11/25/2019
GT0443,Nubian,Male,3/29/2023,26,69.39,76,Under Treatment,559,OWN032,FRM002,10/21/2023
GT0444,Saanen,Male,9/24/2018,81,30.12,59,Healthy,1278,OWN031,FRM001,1/9/2024
GT0445,Boer,Male,8/22/2019,70,67.42,66,Mild Illness,862,OWN004,FRM001,12/19/2022
GT0446,Nubian,Male,3/5/2016,112,65.33,78,Under Treatment,348,OWN024,FRM013,5/18/2024
GT0447,LaMancha,Male,5/15/2019,73,36.88,65,Mild Illness,522,OWN047,FRM014,4/21/2025
GT0448,Oberhasli,Female,4/18/2022,38,57.2,56,Under Treatment,657,OWN043,FRM019,12/3/2022
GT0449,Oberhasli,Male,6/11/2019,72,39.59,63,Mild Illness,563,OWN047,FRM001,5/14/2020
GT0450,Toggenburg,Female,12/26/2023,17,70.3,81,Healthy,572,OWN039,FRM011,12/8/2024
GT0451,Oberhasli,Male,6/30/2015,120,56.58,51,Quarantine,488,OWN022,FRM003,5/19/2020
GT0452,Nubian,Female,9/12/2016,106,78.85,55,Healthy,887,OWN029,FRM001,9/15/2016
GT0453,Boer,Male,8/12/2022,34,31.22,49,Under Treatment,725,OWN007,FRM001,1/18/2023
GT0454,Saanen,Female,7/17/2023,22,43.48,71,Mild Illness,1047,OWN032,FRM013,7/19/2023
GT0455,Boer,Female,2/25/2023,27,21.59,75,Mild Illness,533,OWN029,FRM003,9/22/2023
GT0456,Oberhasli,Male,5/30/2017,97,34.17,65,Under Treatment,414,OWN005,FRM011,6/18/2020
GT0457,Nubian,Female,12/8/2023,18,25.46,49,Healthy,892,OWN039,FRM020,11/8/2024
GT0458,Alpine,Male,10/25/2023,19,43.04,55,Quarantine,521,OWN004,FRM004,12/8/2023
GT0459,Boer,Male,1/31/2022,40,78.34,71,Under Treatment,776,OWN020,FRM008,12/11/2022
GT0460,Saanen,Male,12/19/2017,90,40.54,80,Quarantine,514,OWN004,FRM012,12/17/2021
GT0461,Saanen,Female,8/25/2021,45,20.7,85,Quarantine,608,OWN007,FRM001,5/12/2025
GT0462,Nubian,Male,3/27/2017,99,56.48,50,Quarantine,436,OWN020,FRM013,8/21/2021
GT0463,Alpine,Female,12/4/2016,103,73.17,61,Healthy,1314,OWN025,FRM006,12/31/2023
GT0464,Boer,Female,5/21/2023,24,39.01,73,Healthy,739,OWN029,FRM015,1/27/2025
GT0465,Boer,Male,1/16/2023,29,69.41,81,Healthy,509,OWN049,FRM004,11/22/2024
GT0466,Saanen,Female,11/15/2023,18,67.53,71,Mild Illness,1333,OWN004,FRM013,9/2/2024
GT0467,Oberhasli,Female,12/14/2015,115,77.77,75,Mild Illness,1175,OWN020,FRM003,10/27/2019
GT0468,Alpine,Male,11/10/2022,31,47.64,78,Mild Illness,446,OWN049,FRM015,2/13/2024
GT0469,Nubian,Male,4/25/2016,110,78.19,57,Mild Illness,287,OWN028,FRM003,3/23/2018
GT0470,Toggenburg,Female,9/29/2022,1000,28.12,85,Mild Illness,1418,OWN017,FRM011,1/16/2023
GT0471,Toggenburg,Male,12/11/2018,78,20.66,80,Quarantine,1330,OWN021,FRM009,10/18/2021
GT0472,LaMancha,Female,6/7/2023,24,74.62,45,Quarantine,430,OWN027,FRM005,3/28/2024
GT0473,Nubian,Male,3/8/2016,112,75.12,81,Healthy,785,OWN035,FRM012,1/12/2019
GT0474,Alpine,Female,5/29/2024,12,39.9,76,Quarantine,276,OWN012,FRM009,11/25/2024
GT0475,Alpine,Male,7/28/2018,83,55.19,70,Healthy,1010,OWN022,FRM008,5/6/2019
GT0476,Saanen,Female,6/25/2023,23,74.85,68,Healthy,891,OWN020,FRM010,1/12/2025
GT0477,Boer,Female,1/15/2018,89,70.79,51,Mild Illness,475,OWN020,FRM015,5/12/2020
GT0478,Oberhasli,Female,12/24/2019,66,32.51,71,Healthy,584,OWN029,FRM007,12/28/2020
GT0479,Oberhasli,Female,11/29/2017,91,63.16,78,Under Treatment,315,OWN033,FRM006,10/6/2018
GT0480,Saanen,Female,6/22/2021,48,61.12,70,Mild Illness,1273,OWN037,FRM001,5/19/2023
GT0481,Nubian,Male,12/12/2023,18,71.89,57,Healthy,710,OWN003,FRM015,3/23/2024
GT0482,Saanen,Female,7/14/2021,47,60.8,62,Under Treatment,1150,OWN033,FRM013,3/11/2022
GT0483,Toggenburg,Male,10/19/2019,68,59.28,60,Under Treatment,1201,OWN039,FRM015,5/10/2020
GT0484,Nubian,Female,4/9/2019,74,53.15,67,Under Treatment,534,OWN017,FRM003,8/17/2020
GT0485,Boer,Male,11/2/2021,43,40.13,55,Mild Illness,653,OWN042,FRM008,2/27/2025
GT0486,Toggenburg,Male,3/16/2017,100,32.49,71,Healthy,218,OWN031,FRM005,4/28/2019
GT0487,Toggenburg,Male,5/21/2023,24,54.07,45,Mild Illness,716,OWN039,FRM010,7/27/2023
GT0488,Toggenburg,Female,2/17/2020,64,42.55,69,Under Treatment,1140,OWN017,FRM007,5/27/2020
GT0489,Alpine,Female,6/4/2023,24,59.02,84,Quarantine,1397,OWN007,FRM001,5/6/2024
GT0490,LaMancha,Female,1/20/2018,89,51.49,83,Under Treatment,811,OWN044,FRM004,1/29/2025
GT0491,Alpine,Male,1/15/2018,89,36.86,62,Under Treatment,767,OWN017,FRM010,5/6/2025
GT0492,Nubian,Male,4/16/2017,99,48.62,60,Healthy,1428,OWN026,FRM011,4/23/2022
GT0493,Toggenburg,Male,1/27/2016,113,61.88,76,Under Treatment,731,OWN027,FRM013,8/26/2023
GT0494,Alpine,Male,11/9/2021,43,52.9,81,Mild Illness,902,OWN047,FRM008,6/19/2022
GT0495,Toggenburg,Female,4/1/2022,38,73.92,67,Under Treatment,548,OWN043,FRM018,5/23/2022
GT0496,Nubian,Female,10/27/2020,56,21.34,53,Under Treatment,1344,OWN049,FRM006,9/20/2024
GT0497,Toggenburg,Female,3/3/2023,27,57.54,59,Under Treatment,657,OWN048,FRM010,9/16/2023
GT0498,Alpine,Female,6/14/2016,109,39.16,82,Under Treatment,1149,OWN008,FRM016,7/14/2016
GT0499,Saanen,Male,6/14/2022,36,45.69,57,Healthy,981,OWN034,FRM010,11/27/2022
GT0500,Alpine,Male,11/22/2015,116,71.61,54,Mild Illness,610,OWN022,FRM014,11/6/2016
GT0501,LaMancha,Female,9/16/2017,93,24.31,56,Healthy,1198,OWN022,FRM006,5/29/2025
GT0502,Boer,Male,7/24/2018,83,15.31,62,Mild Illness,545,OWN037,FRM006,3/26/2022
GT0503,Alpine,Male,1/26/2022,40,23.41,72,Quarantine,1026,OWN028,FRM016,3/8/2024
GT0504,Alpine,Male,5/10/2018,86,17.45,57,Under Treatment,228,OWN021,FRM017,2/12/2019
GT0505,Nubian,Male,8/8/2015,119,58.99,85,Mild Illness,663,OWN045,FRM012,9/14/2018
GT0506,Boer,Male,11/30/2016,103,21.68,77,Under Treatment,542,OWN005,FRM002,3/4/2018
GT0507,Boer,Female,11/13/2015,116,44.64,78,Under Treatment,1088,OWN044,FRM005,9/8/2017
GT0508,Boer,Female,10/12/2022,32,38.35,57,Mild Illness,1026,OWN002,FRM008,2/15/2024
GT0509,Nubian,Male,6/3/2017,97,28.73,46,Mild Illness,452,OWN024,FRM002,8/27/2024
GT0510,Alpine,Female,11/25/2018,79,65.13,84,Healthy,1416,OWN004,FRM004,12/31/2018
GT0511,Toggenburg,Male,3/9/2016,112,18.14,52,Quarantine,1109,OWN025,FRM004,11/29/2022
GT0512,LaMancha,Female,11/13/2016,104,45.84,54,Mild Illness,1490,OWN001,FRM010,11/10/2021
GT0513,Alpine,Male,6/29/2019,72,58.06,62,Mild Illness,1057,OWN007,FRM017,3/1/2023
