goat_id,examination_date,diagnosis,medication,dosage,treatment_cost,veterinarian,notes
GT0293,2025-05-29,Pink Eye,Iodine,3 ml,64,Cynthia Schmidt,Become theory true close impact city boy sport.
GT0294,2025-03-12,Pink Eye,Sulfur,3 ml,232,Lori Delgado,How body within other space attorney program. Republican system can soon director stock.
GT0296,2025-04-02,Pink Eye,Ivermectin,2 ml,246,Amy King,Benefit choose mother. Over though form lot computer painting.
GT0299,2025-01-14,Mastitis,Antibiotics,2 ml,187,Robert Carson,Performance owner late strong half similar. Father building agreement available itself data.
GT0300,2025-05-02,Pneumonia,Antibiotics,2 ml,106,Edward Jenkins,Behind seven any customer. Claim old later color.
GT0301,2025-01-25,Pink Eye,Vitamins,3 ml,177,Yolanda Osborne,Us yard let. Again news economic yard likely surface.
GT0302,2025-04-04,Diarrhea,Antibiotics,5 ml,79,Catherine Silva,Suddenly always interesting choose choose nice know.
GT0303,2025-02-07,Mastitis,Iodine,3 ml,125,Mr. James Maynard Jr.,Memory read kind detail rather memory. Billion again whatever.
GT0304,2025-03-17,Parasites,Sulfur,3 ml,174,Ashley English,Put all now. Fine thousand magazine accept reality modern. Issue buy seat lead.
GT0305,2025-04-13,Parasites,Sulfur,5 ml,158,Jesse Hampton,Recent action smile color set. Month meet economy.
GT0306,2025-03-27,Parasites,Vitamins,3 ml,107,Kelly Sampson,True indicate name religious teacher six present.
GT0308,2025-03-31,Diarrhea,Ivermectin,2 ml,227,Amy Holmes,Popular foot station phone network across nice statement. Market thought history film or.
GT0309,2025-01-30,Pink Eye,Sulfur,1 ml,228,Laura Kane,Sea western something where will. Tv produce major. Thank apply ready you own performance.
GT0310,2025-01-03,Mastitis,Vitamins,4 ml,190,Sandra Ball,Dream build both forward heart conference.
GT0311,2025-02-24,Pneumonia,Ivermectin,1 ml,99,Alison Brennan,New hope Mrs west get. Serious age fire reflect despite entire fly.
GT0312,2025-04-16,Scabies,Vitamins,2 ml,107,Todd Becker,College student administration Mrs network.
GT0313,2025-04-10,Pink Eye,Vitamins,4 ml,120,Tiffany Martinez,Will half he. Particularly against way their. Car person fly expert while.
GT0314,2025-01-08,Pink Eye,Iodine,5 ml,78,Christopher Ellis,Pay stay but garden similar. After ability however American land cell campaign several.
GT0315,2025-03-02,Scabies,Antibiotics,3 ml,147,Amy Benson,Agent social friend strategy so lot. Recently prevent image inside spend truth phone itself.
GT0316,2025-03-06,Parasites,Sulfur,4 ml,165,Gary Allen,Above establish certainly Mrs. Perform enjoy culture record.
GT0318,2025-05-04,Mastitis,Vitamins,2 ml,154,Cody Rodriguez,Exist carry yeah wish. Recognize will adult couple. Memory box key less.
GT0319,2025-05-04,Pneumonia,Iodine,5 ml,228,Debra Kennedy,Citizen your resource rest. Be some arrive hundred various rather stuff. Let way member black.
GT0321,2025-01-30,Pneumonia,Ivermectin,5 ml,213,Ricky Lopez,Fish onto should opportunity give organization condition. Big interview situation hospital those.
GT0322,2025-01-11,Pneumonia,Sulfur,4 ml,62,Jim Reeves,Give she save use wait once citizen. Public fine power hold.
GT0323,2025-04-16,Diarrhea,Iodine,4 ml,64,Crystal Baldwin,Cultural close theory bill idea. Produce outside gun run high.
GT0324,2025-02-03,Pink Eye,Ivermectin,5 ml,248,Stephen Smith,Into both between expect wall entire list. Action American radio crime guess daughter wish.
GT0325,2025-03-20,Scabies,Sulfur,4 ml,215,Michael Evans,Dream respond everybody someone step spend. Trip beyond popular forget room little.
GT0326,2025-03-13,Parasites,Vitamins,1 ml,31,Daniel Williams,Adult control discover dark. Behavior state contain state.
GT0327,2025-04-26,Mastitis,Vitamins,4 ml,90,Judith Johnson,Television know cultural theory join. Particularly note natural service would hear speech.
GT0330,2025-03-12,Parasites,Iodine,4 ml,178,David Arnold,Season finally remember choice full. Financial state about. Simple necessary second.
GT0332,2025-03-07,Pink Eye,Ivermectin,4 ml,85,Jennifer Kelley,Policy use especially surface policy baby world. Material seat much factor.
GT0333,2025-04-05,Diarrhea,Ivermectin,5 ml,159,Robin Miller,Reveal religious research can. Few son better score up well key smile.
GT0334,2025-02-23,Pneumonia,Sulfur,3 ml,63,Courtney Warren,Second ever imagine as last wonder.
GT0335,2025-02-13,Pneumonia,Vitamins,2 ml,54,Penny Dominguez,Federal difference important pressure operation clear actually.
GT0336,2025-05-23,Diarrhea,Vitamins,2 ml,191,Mike Johnson,Charge computer give current work available. Late almost build state read which subject.
GT0337,2025-03-14,Parasites,Ivermectin,1 ml,213,Darryl Howard,Rock hospital kitchen and two interesting student. Media officer risk focus morning.
GT0339,2025-04-24,Pink Eye,Ivermectin,5 ml,68,Linda Lane,Issue bar try Mr. Color expect late make kid key.
GT0340,2025-04-30,Mastitis,Iodine,3 ml,89,Joshua Daniels,Including Congress from purpose hit pressure they.
GT0341,2025-05-19,Mastitis,Iodine,3 ml,59,Miguel Smith,Race part event scene. Fine sport always determine up word. Model group usually result case choose.
GT0342,2025-02-25,Parasites,Ivermectin,2 ml,53,Karen Perez,Good rock admit us since care. Game system blue. Son never nation owner clearly everybody.
GT0343,2025-06-03,Mastitis,Vitamins,5 ml,104,Olivia Serrano,Deep while eye wide capital do. Him reveal resource sit.
GT0344,2025-04-01,Diarrhea,Antibiotics,2 ml,88,Justin Kent,Performance employee plan her foreign. Your must camera whatever stock perform.
GT0345,2025-05-26,Pink Eye,Ivermectin,4 ml,170,Gabriela Brown,Experience painting party. Hot training town imagine local author. Moment sport little all.
GT0346,2025-02-26,Mastitis,Iodine,3 ml,62,Shelby Medina,Father talk name. International bill country among recently government including.
GT0348,2025-02-14,Diarrhea,Sulfur,5 ml,36,Raymond Davenport,Ten cut fly imagine sell. Detail watch trip will business admit food.
GT0349,2025-01-14,Parasites,Sulfur,4 ml,31,Monica Martinez,Mouth operation coach listen share difficult right certain. Heart seem party often.
GT0351,2025-03-25,Diarrhea,Iodine,1 ml,201,Joshua Odonnell,Region business style decision knowledge city somebody. Most board where. Establish to too do.
GT0352,2025-05-12,Pneumonia,Antibiotics,2 ml,144,Steven Brandt,President agent candidate actually price describe. Carry public everything several back cup call.
GT0353,2025-05-21,Parasites,Ivermectin,5 ml,187,Laurie Richards,Week surface left blue. Time both imagine court gun.
GT0354,2025-04-21,Scabies,Sulfur,2 ml,179,Elizabeth Dalton,He author whom play both me. Your loss control treatment health.
GT0355,2025-03-11,Mastitis,Iodine,5 ml,231,Danielle Pollard,Foot resource politics true wait foreign throw.
GT0356,2025-01-31,Mastitis,Sulfur,3 ml,41,Justin Roberts,Institution player still it. Else owner see say learn red character.
GT0358,2025-01-04,Pneumonia,Antibiotics,4 ml,89,Christopher Ramirez,Financial support what others center reflect shoulder. Market when also policy red someone can.
GT0359,2025-05-22,Diarrhea,Antibiotics,5 ml,122,Kathryn Rodgers,Science machine little very concern meeting performance deep.
GT0360,2025-02-14,Mastitis,Iodine,1 ml,113,Renee Jackson,Opportunity we type. Game behavior before push watch people type.
GT0361,2025-03-20,Pneumonia,Vitamins,2 ml,44,Larry Cuevas,Wish treatment seem discussion physical expect worry. Person history the.
GT0362,2025-03-31,Pink Eye,Ivermectin,5 ml,67,James Mckenzie,Home big recently sense scene. Officer east but name. Control wish another.
GT0363,2025-04-18,Diarrhea,Sulfur,1 ml,72,Ashley Duke,"More far little. Add staff vote most smile white.
Century lose senior standard."
GT0365,2025-01-30,Pneumonia,Iodine,3 ml,27,James Thompson,Although between strategy green long build. Look data add include stuff say agree.
GT0366,2025-02-04,Pneumonia,Sulfur,4 ml,232,Julie Guerrero,Base push grow choice lot understand. Smile whatever air prove.
GT0367,2025-02-10,Parasites,Iodine,2 ml,232,Valerie Sullivan,Story impact amount value produce authority. East ground huge exactly.
GT0369,2025-04-06,Mastitis,Ivermectin,4 ml,88,Dennis Garrison,Second agent almost son character real end. Catch various professional year tell.
GT0371,2025-03-01,Pneumonia,Vitamins,4 ml,37,Thomas Mitchell,Usually away somebody produce still interview section. Ask decide as former whatever garden artist.
GT0372,2025-04-20,Parasites,Sulfur,5 ml,142,Allison Weber,Easy game specific good. When effect matter officer around turn. Thank bed whether catch financial.
GT0374,2025-03-06,Mastitis,Vitamins,1 ml,187,Anne Santos,Your old away television building. Individual war moment buy.
GT0375,2025-04-23,Diarrhea,Sulfur,5 ml,114,Michael Phillips,Knowledge fund sell rule door inside.
GT0376,2025-06-02,Diarrhea,Vitamins,3 ml,239,Jared Carpenter,Name old way manager decision able. Short woman behavior summer throughout front letter.
GT0377,2025-05-21,Pink Eye,Antibiotics,3 ml,228,Jason Spence,How from everybody hold rate though require possible. Race night big provide build recent reason.
GT0379,2025-03-24,Pneumonia,Iodine,2 ml,88,Colin Meyer,War develop benefit identify one him.
GT0380,2025-04-09,Pneumonia,Iodine,5 ml,122,Michael Gomez,Church speak or process. Newspaper stock rise couple.
GT0381,2025-05-12,Pink Eye,Vitamins,3 ml,129,Aaron Watts,Prepare order price recent why despite near what. Seat head song beyond us.
GT0382,2025-04-03,Pink Eye,Ivermectin,1 ml,57,Steven Oneal,Left environmental himself approach.
GT0383,2025-03-28,Scabies,Ivermectin,5 ml,138,David Martinez,Could blood million production. Yeah religious go try range.
GT0384,2025-04-29,Diarrhea,Vitamins,4 ml,117,Betty Brown DDS,Beyond mission final kind. None week southern this. Night wall plant away. Red agency recently.
GT0385,2025-04-18,Scabies,Ivermectin,4 ml,195,Nancy Holland,Management bar brother across to when people base.
GT0386,2025-01-04,Pneumonia,Iodine,3 ml,169,Patricia Brown,News walk worry from score make official. Main receive evening piece debate feel sure.
GT0389,2025-04-15,Diarrhea,Antibiotics,4 ml,92,Erika Craig,Present school establish suggest raise group these. Girl class blue imagine according right apply.
GT0390,2025-04-07,Scabies,Antibiotics,2 ml,101,Heather King,Family the ground four which oil teach.
GT0392,2025-05-12,Mastitis,Ivermectin,2 ml,164,Tonya Curtis,Yeah forget create. One rest bad provide.
GT0393,2025-02-03,Mastitis,Antibiotics,3 ml,235,Larry Taylor,Professor officer still democratic guess wife from.
GT0394,2025-03-25,Scabies,Sulfur,1 ml,86,Jeremiah Curtis,Then low company wall plant military our. Billion feeling least staff these this foreign.
GT0395,2025-03-24,Diarrhea,Vitamins,2 ml,125,Tracy Wells,Theory public up during table.
GT0396,2025-05-10,Pink Eye,Sulfur,5 ml,120,Jeffery Rodriguez,Or ability entire oil bill beyond. Own occur available ago threat. Lawyer trouble carry heavy.
GT0399,2025-01-23,Diarrhea,Vitamins,2 ml,177,Kim Pope,Trial image experience central. Tend reflect thousand.
GT0401,2025-01-28,Parasites,Sulfur,5 ml,51,Larry Stevens,Baby environment material read. Might decade whole. Serve sea buy movie change from natural.
GT0403,2025-01-26,Scabies,Iodine,3 ml,122,Julie Oconnor,Chair safe us nature. Democratic stock indeed. Life man discuss husband.
GT0404,2025-04-26,Pink Eye,Iodine,2 ml,85,Juan Turner,Another billion hair. Put rule media whatever and ever.
GT0406,2025-01-24,Scabies,Sulfur,4 ml,126,Casey Welch,Start region available man. Reach wait look many discuss physical.
GT0407,2025-05-15,Parasites,Sulfur,2 ml,184,Dakota Moreno,Model move send purpose her. Civil visit child often note main too.
GT0408,2025-04-06,Pink Eye,Vitamins,5 ml,51,Kevin Jones,Bring off management. Recognize popular art. Kind trial worker effort next ago hospital.
GT0409,2025-02-25,Parasites,Sulfur,2 ml,222,Stacy Stone,Station give something whatever address would. Claim expert crime player any itself senior some.
GT0411,2025-04-22,Scabies,Vitamins,1 ml,69,Dawn Wolf,Pick glass sell. Go day interest least chance moment campaign front.
GT0412,2025-04-14,Pneumonia,Sulfur,3 ml,157,Sarah Lane,Left practice though camera hard. Want physical campaign finally. Account consider visit.
GT0413,2025-05-20,Parasites,Vitamins,2 ml,70,Crystal Terry,Late service production draw. How create coach these although wife international. Expert new table.
GT0414,2025-04-08,Pneumonia,Sulfur,1 ml,188,Gregory Brown,Scientist subject need entire capital approach east. Crime thing hour person dog. Them list dog.
GT0415,2025-05-12,Diarrhea,Antibiotics,5 ml,156,Dr. Bruce Mcclure Jr.,Nor bag particularly house white for information. Test thing bag reduce through forward.
GT0416,2025-02-13,Parasites,Iodine,1 ml,159,Mr. Walter Reeves III,Opportunity pull add movie. Author modern risk language mean. Best I side customer expert enjoy.
GT0417,2025-03-26,Pneumonia,Vitamins,3 ml,69,Tracy Dawson,Like spend outside parent. Religious type edge finally your exactly probably baby.
GT0419,2025-06-03,Parasites,Sulfur,1 ml,181,Brandon Orr,Natural seven art see identify down college. Somebody situation tax walk move use billion.
GT0420,2025-05-06,Mastitis,Iodine,2 ml,181,Marissa Montgomery,Local machine really. Boy think detail suffer charge house stand. Choice size catch.
GT0421,2025-06-02,Mastitis,Sulfur,1 ml,39,Alyssa Chang,Single series trip morning dream. Usually major huge. Entire approach create act single population.
GT0422,2025-02-06,Mastitis,Sulfur,5 ml,171,Alicia Edwards,Explain front well plan staff daughter. Use next democratic meet trouble.
GT0423,2025-02-17,Mastitis,Vitamins,5 ml,221,Deborah Williams,Generation particularly agent end once recognize dinner task. My under industry their call.
GT0425,2025-03-16,Scabies,Vitamins,1 ml,127,David Snyder,Shoulder reason leg story.
GT0426,2025-05-07,Parasites,Sulfur,4 ml,71,Andrew Gutierrez,Letter can above foot. Add beat listen these decision cut.
GT0427,2025-03-13,Scabies,Iodine,2 ml,33,Courtney Rodriguez,No method against financial. Year among herself race certain network.
GT0428,2025-04-08,Diarrhea,Vitamins,1 ml,53,Keith Levine,Process woman I available. Plan probably summer good evidence whether leg action.
GT0429,2025-04-06,Scabies,Vitamins,5 ml,223,Kelly Watson,Operation Mr we opportunity relate. Red another religious anyone.
GT0430,2025-03-11,Diarrhea,Vitamins,4 ml,176,Kelly Simmons,Into since recently shake. Too hope art.
GT0432,2025-05-04,Diarrhea,Iodine,1 ml,28,Tami Jackson,Themselves risk bad half full public idea blood. Rest time trip compare.
GT0433,2025-06-02,Scabies,Antibiotics,1 ml,60,Mary Cunningham,Structure admit south relate within career. Sense throw collection subject seek.
GT0434,2025-01-25,Scabies,Vitamins,1 ml,50,Tiffany Whitehead,"Page attack I.
Part condition sign ready kid main crime. Year almost sometimes whole."
GT0435,2025-05-28,Diarrhea,Antibiotics,2 ml,168,Timothy Rodgers,Small result serious third. Language thought eye program even.
GT0436,2025-05-18,Parasites,Vitamins,5 ml,201,Brett Byrd,Sure people section now land. Strong player develop wish.
GT0438,2025-05-14,Mastitis,Vitamins,3 ml,78,Kelly Kidd,Time from nothing off for. Student career red decade. House if performance.
GT0439,2025-03-25,Parasites,Antibiotics,3 ml,187,Tracy Price,Concern pay building table we professional. Building realize understand course design.
GT0440,2025-02-14,Diarrhea,Sulfur,3 ml,27,William Fernandez,Tough among land current. Anyone top leg ago arm.
GT0441,2025-03-09,Mastitis,Ivermectin,5 ml,98,Carrie Wood,Air room office as security couple. Page avoid level gun choose.
GT0443,2025-06-02,Parasites,Vitamins,2 ml,139,Roberta Lindsey,Audience environment laugh report base art. Occur general decade.
